GCA_000473245.1_crisprs_GCA_000473245.1_CRISPR_2_from_2119200__ml_	NODE_7190_length_14054_cov_7.026186	NODE_99159_length_1722_cov_9.431914	NODE_6002_length_18669_cov_9.882938	NODE_8240_length_12421_cov_7.428953	NODE_426865_length_633_cov_13.036332	NODE_95702_length_1767_cov_9.870327	NODE_5947_length_18669_cov_9.879553
GCA_000473245.1_crisprs_GCA_000473245.1_CRISPR_1_from_4678458__crt_	NODE_40055_length_3410_cov_10.051267	NODE_8963_length_12296_cov_9.604281	NODE_9009_length_12296_cov_9.603709	NODE_11321_length_9245_cov_7.030868	NODE_39995_length_3410_cov_10.055440
GCA_000473245.1_crisprs_GCA_000473245.1_CRISPR_3_from_2134210__ml_	NODE_10058_length_11022_cov_10.150451	NODE_31353_length_3768_cov_6.927933	NODE_15150_length_7467_cov_9.165947	NODE_10011_length_11022_cov_10.161484	NODE_15093_length_7467_cov_9.168106
GCA_000725425.1_crisprs_GCA_000725425.1_CRISPR_1_from_1003934__all_	NODE_40_length_504133_cov_99.160922	NODE_23_length_504155_cov_74.417342	NODE_36_length_504133_cov_99.090222
GCA_000725425.1_crisprs_GCA_000725425.1_CRISPR_2_from_1426423__all_	NODE_108_length_252569_cov_74.407977	NODE_148_length_252525_cov_99.138175	NODE_157_length_252525_cov_99.124645
GCA_000019185.1_crisprs_GCA_000019185.1_CRISPR_0_from_1777670__ml_	NODE_645_length_115726_cov_17.043287	NODE_656_length_116288_cov_17.096556	NODE_414295_length_646_cov_16.900169	NODE_1141_length_67360_cov_12.324138	NODE_19275_length_5646_cov_12.019573	NODE_2301_length_45728_cov_16.878528	NODE_387260_length_676_cov_16.848631	NODE_2290_length_45728_cov_16.869441
GCA_000012325.1_crisprs_GCA_000012325.1_CRISPR_0_from_3967485__crt_	NODE_2553_length_35229_cov_13.446973	NODE_1752_length_57327_cov_19.032092	NODE_1752_length_57327_cov_19.039548
GCA_000626635.1_crisprs_GCA_000626635.1_CRISPR_0_from_4017666__finder_crt_	NODE_1075_length_82233_cov_11.940020	NODE_1048_length_71378_cov_8.907196	NODE_1074_length_82233_cov_11.918750
GCA_000227745.2_crisprs_GCA_000227745.2_CRISPR_1_from_1161625__crt_ml_	NODE_1256_length_74338_cov_11.514559	NODE_4860_length_20182_cov_8.956478	NODE_1256_length_74338_cov_11.512836
GCA_000227745.2_crisprs_GCA_000227745.2_CRISPR_2_from_4879408__crt_	NODE_1853_length_54518_cov_11.430182	NODE_6446_length_15546_cov_8.847243	NODE_1868_length_54518_cov_11.438922
GCA_000227745.2_crisprs_GCA_000227745.2_CRISPR_4_from_2078060__ml_	NODE_5416_length_20718_cov_11.388859	NODE_5343_length_20718_cov_11.392876	NODE_14712_length_7203_cov_7.028487
GCA_000227745.2_crisprs_GCA_000227745.2_CRISPR_0_from_480145__crt_ml_	NODE_5463_length_20270_cov_12.324264	NODE_24418_length_4614_cov_7.772757	NODE_5523_length_20270_cov_12.321890
GCA_000227745.2_crisprs_GCA_000227745.2_CRISPR_3_from_4881006__crt_ml_	NODE_372092_length_670_cov_4.112985	NODE_148628_length_1290_cov_9.198381	NODE_148532_length_1290_cov_9.313360
GCA_000016425.1_crisprs_GCA_000016425.1_CRISPR_1_from_1140294__finder_	NODE_4945_length_22718_cov_9.904602	NODE_12347_length_8510_cov_6.295506	NODE_4886_length_22718_cov_9.904646
GCA_000016425.1_crisprs_GCA_000016425.1_CRISPR_0_from_1116406__all_	NODE_7218_length_13991_cov_6.609458	NODE_5080_length_21857_cov_9.456426	NODE_5145_length_21857_cov_9.445097
GCA_000016425.1_crisprs_GCA_000016425.1_CRISPR_3_from_2237967__crt_ml_	NODE_6734_length_14950_cov_6.918981	NODE_5669_length_19596_cov_10.216468	NODE_5723_length_19596_cov_10.212835
GCA_000016425.1_crisprs_GCA_000016425.1_CRISPR_2_from_1622233__crt_ml_	NODE_8242_length_13427_cov_11.054068	NODE_18181_length_5940_cov_8.931264	NODE_98099_length_1736_cov_11.463415	NODE_8271_length_13427_cov_11.017873	NODE_81583_length_1832_cov_6.593732	NODE_97994_length_1736_cov_11.441999
GCA_000016425.1_crisprs_GCA_000016425.1_CRISPR_4_from_1620310__ml_	NODE_97994_length_1736_cov_11.441999	NODE_98099_length_1736_cov_11.463415	NODE_81583_length_1832_cov_6.593732
GCA_000016425.1_crisprs_GCA_000016425.1_CRISPR_5_from_4121650__ml_	NODE_590538_length_508_cov_18.520971	NODE_502466_length_567_cov_16.830078	NODE_590481_length_508_cov_18.200883	NODE_502397_length_567_cov_17.019531	NODE_178450_length_1064_cov_11.529889
GCA_000348785.1_crisprs_GCA_000348785.1_CRISPR_0_from_2330345__crt_	NODE_384_length_137940_cov_39.634057	NODE_19_length_610486_cov_54.316578	NODE_19_length_610486_cov_54.300951
GCA_000348785.1_crisprs_GCA_000348785.1_CRISPR_1_from_985880__ml_	NODE_410_length_153475_cov_56.981261	NODE_511_length_135577_cov_56.191091	NODE_1567_length_62471_cov_53.378637	NODE_190_length_197055_cov_39.065698
GCA_000020525.1_crisprs_GCA_000020525.1_CRISPR_0_from_2683900__all_	NODE_48_length_430579_cov_19.333891	NODE_43_length_430579_cov_19.337080	NODE_298_length_162196_cov_14.083975
GCA_000020525.1_crisprs_GCA_000020525.1_CRISPR_1_from_2813147__all_	NODE_435_length_149729_cov_19.394264	NODE_156_length_213905_cov_13.962601	NODE_431_length_149729_cov_19.397130
GCA_000195335.1_crisprs_GCA_000195335.1_CRISPR_4_from_193090__crt_	NODE_1706_length_49473_cov_9.335695	NODE_578_length_126490_cov_12.789299	NODE_559_length_126490_cov_12.781057
GCA_000195335.1_crisprs_GCA_000195335.1_CRISPR_2_from_959694__all_	NODE_760_length_104406_cov_13.559065	NODE_772_length_104406_cov_13.551207	NODE_10034_length_10356_cov_11.051756
GCA_000195335.1_crisprs_GCA_000195335.1_CRISPR_3_from_1465974__all_	NODE_1356_length_69690_cov_13.029267	NODE_3444_length_27396_cov_9.241517	NODE_1353_length_69690_cov_13.042938
GCA_000195335.1_crisprs_GCA_000195335.1_CRISPR_1_from_274044__all_	NODE_4499_length_21609_cov_10.202722	NODE_1763_length_57105_cov_13.949097	NODE_1762_length_57105_cov_13.973427
GCA_000195335.1_crisprs_GCA_000195335.1_CRISPR_0_from_2083555__all_	NODE_4774_length_20487_cov_8.498285	NODE_2188_length_47723_cov_12.440065	NODE_2176_length_47723_cov_12.423303
GCA_000014885.1_crisprs_GCA_000014885.1_CRISPR_0_from_1020817__finder_	NODE_10109_length_10914_cov_7.736164	NODE_42135_length_2996_cov_5.990750	NODE_10161_length_10914_cov_7.742886
GCA_000012885.1_crisprs_GCA_000012885.1_CRISPR_0_from_1134549__all_	NODE_924_length_91446_cov_15.287085	NODE_3748_length_25527_cov_11.025540	NODE_923_length_91446_cov_15.297611
GCA_000221185.1_crisprs_GCA_000221185.1_CRISPR_2_from_345768__all_	NODE_18271_length_5916_cov_6.448193	NODE_3508_length_31672_cov_8.622766	NODE_3473_length_31672_cov_8.622924
GCA_000221185.1_crisprs_GCA_000221185.1_CRISPR_0_from_131168__all_	NODE_7890_length_12936_cov_6.792674	NODE_5791_length_19409_cov_8.758345	NODE_5732_length_19409_cov_8.749871
GCA_000221185.1_crisprs_GCA_000221185.1_CRISPR_1_from_137547__all_	NODE_7890_length_12936_cov_6.792674	NODE_5791_length_19409_cov_8.758345	NODE_29996_length_3905_cov_5.991902	NODE_5732_length_19409_cov_8.749871
GCA_000221185.1_crisprs_GCA_000221185.1_CRISPR_4_from_1907425__all_	NODE_10348_length_10684_cov_7.357136	NODE_10383_length_10684_cov_7.319033	NODE_10168_length_10213_cov_5.238654
GCA_000221185.1_crisprs_GCA_000221185.1_CRISPR_3_from_701929__all_	NODE_14520_length_7773_cov_7.849313	NODE_24221_length_4644_cov_6.093935	NODE_14476_length_7773_cov_7.841151
GCA_000830985.1_crisprs_GCA_000830985.1_CRISPR_0_from_3062310__ml_	NODE_31022_length_3803_cov_4.795760	NODE_31870_length_4061_cov_6.651772	NODE_31857_length_4061_cov_6.675986
GCA_000214665.1_crisprs_GCA_000214665.1_CRISPR_3_from_3375004__finder_crt_	NODE_46_length_407606_cov_30.453659	NODE_51_length_407606_cov_30.453678	NODE_818_length_82466_cov_22.261200
GCA_000214665.1_crisprs_GCA_000214665.1_CRISPR_0_from_1526146__all_	NODE_567_length_128106_cov_31.543143	NODE_439_length_128150_cov_23.220171	NODE_549_length_128106_cov_31.538473
GCA_000214665.1_crisprs_GCA_000214665.1_CRISPR_1_from_3370177__all_	NODE_2239_length_39348_cov_22.703980	NODE_2713_length_39265_cov_31.002984	NODE_2741_length_39265_cov_30.999286
GCA_000214665.1_crisprs_GCA_000214665.1_CRISPR_2_from_3372471__all_	NODE_223006_length_977_cov_31.701735	NODE_189816_length_1021_cov_22.934322	NODE_222923_length_977_cov_31.584599
GCA_000012985.1_crisprs_GCA_000012985.1_CRISPR_0_from_2905515__all_	NODE_5403_length_20510_cov_9.006502	NODE_5469_length_20510_cov_9.002102	NODE_45211_length_2839_cov_5.828385
GCA_000012985.1_crisprs_GCA_000012985.1_CRISPR_1_from_2917501__all_	NODE_8126_length_13701_cov_9.288070	NODE_4820_length_20325_cov_6.705354	NODE_8086_length_13701_cov_9.273853
GCA_000591035.1_crisprs_GCA_000591035.1_CRISPR_2_from_737714__all_	NODE_1309_length_71834_cov_11.427200	NODE_4781_length_20464_cov_8.365919	NODE_5726_length_17339_cov_8.210231	NODE_1303_length_71834_cov_11.419886
GCA_000591035.1_crisprs_GCA_000591035.1_CRISPR_0_from_313030__all_	NODE_1326_length_60066_cov_8.337429	NODE_5964_length_18615_cov_11.349461	NODE_6018_length_18615_cov_11.342834
GCA_000591035.1_crisprs_GCA_000591035.1_CRISPR_1_from_679471__all_	NODE_9567_length_10814_cov_7.782248	NODE_10227_length_10799_cov_10.847171	NODE_10270_length_10799_cov_10.845774
GCA_000591035.1_crisprs_GCA_000591035.1_CRISPR_3_from_1224281__finder_crt_	NODE_10831_length_10262_cov_11.253649	NODE_4694_length_20760_cov_8.403810	NODE_10782_length_10262_cov_11.262957
GCA_000307105.1_crisprs_GCA_000307105.1_CRISPR_1_from_1127872__finder_crt_	NODE_47_length_405895_cov_42.275037	NODE_53_length_405883_cov_42.263599	NODE_36_length_449204_cov_31.124194
GCA_000307105.1_crisprs_GCA_000307105.1_CRISPR_2_from_3489798__all_	NODE_270_length_170971_cov_30.159315	NODE_343_length_169618_cov_41.297600	NODE_345_length_169618_cov_41.325849
GCA_000307105.1_crisprs_GCA_000307105.1_CRISPR_0_from_1120959__all_	NODE_342_length_147600_cov_31.700867	NODE_431_length_150851_cov_43.026599	NODE_427_length_150851_cov_43.029026
GCA_000014865.1_crisprs_GCA_000014865.1_CRISPR_0_from_4407395__all_	NODE_1529_length_53723_cov_11.100250	NODE_735_length_106950_cov_15.202329	NODE_747_length_106950_cov_15.200019
GCA_000014865.1_crisprs_GCA_000014865.1_CRISPR_3_from_2656410__ml_	NODE_3034_length_30711_cov_10.834922	NODE_774_length_104310_cov_15.860381	NODE_1808_length_55797_cov_15.413853	NODE_1799_length_55797_cov_15.409835	NODE_4358_length_22211_cov_11.337083	NODE_761_length_104310_cov_15.867853
GCA_000014865.1_crisprs_GCA_000014865.1_CRISPR_1_from_973200__ml_	NODE_1332_length_70536_cov_15.325705	NODE_2073_length_50090_cov_15.022624	NODE_1538_length_63366_cov_15.286427	NODE_1187_length_65124_cov_10.930250	NODE_1338_length_70553_cov_15.363542
GCA_000014865.1_crisprs_GCA_000014865.1_CRISPR_4_from_4528410__ml_	NODE_23718_length_4721_cov_10.178079	NODE_30348_length_3867_cov_12.628496	NODE_2016_length_51309_cov_14.839759	NODE_1976_length_51751_cov_15.054240
GCA_000014865.1_crisprs_GCA_000014865.1_CRISPR_2_from_1797180__ml_	NODE_2826_length_38328_cov_16.078802	NODE_2305_length_38300_cov_11.307223	NODE_62104_length_2236_cov_12.296897	NODE_2796_length_38312_cov_15.971874
GCA_000148645.1_crisprs_GCA_000148645.1_CRISPR_0_from_2937980__ml_	NODE_2562_length_35145_cov_14.144120	NODE_2854_length_37987_cov_20.173495	NODE_1170_length_77977_cov_20.135854	NODE_1458_length_66211_cov_20.141166	NODE_1168_length_77932_cov_20.117724
GCA_000192865.1_crisprs_GCA_000192865.1_CRISPR_0_from_693937__all_	NODE_530_length_132332_cov_21.146102	NODE_1038_length_71752_cov_15.444395	NODE_520_length_132475_cov_21.163555
GCA_000192865.1_crisprs_GCA_000192865.1_CRISPR_1_from_710346__all_	NODE_530_length_132332_cov_21.146102	NODE_1038_length_71752_cov_15.444395	NODE_520_length_132475_cov_21.163555
GCA_000192865.1_crisprs_GCA_000192865.1_CRISPR_2_from_3643810__all_	NODE_573_length_124560_cov_21.160724	NODE_589_length_124560_cov_21.160347	NODE_2914_length_31660_cov_15.369249	NODE_2684_length_39670_cov_20.987429	NODE_2712_length_39670_cov_20.984577
GCA_000192865.1_crisprs_GCA_000192865.1_CRISPR_3_from_3896421__all_	NODE_1148_length_78851_cov_21.729631	NODE_2200_length_39827_cov_14.920679	NODE_1150_length_78851_cov_21.717549
GCA_000299395.1_crisprs_GCA_000299395.1_CRISPR_0_from_569850__ml_	NODE_56_length_395019_cov_16.596270	NODE_49_length_395019_cov_16.597994	NODE_3082_length_30261_cov_11.162669
GCA_000011185.1_crisprs_GCA_000011185.1_CRISPR_0_from_109188__all_	NODE_34834_length_3791_cov_7.310493	NODE_10163_length_10215_cov_4.907871	NODE_34812_length_3791_cov_7.311831
GCA_000011185.1_crisprs_GCA_000011185.1_CRISPR_1_from_121470__all_	NODE_156033_length_1247_cov_6.074664	NODE_155955_length_1247_cov_6.074664	NODE_137326_length_1269_cov_4.312919
GCA_000211475.1_crisprs_GCA_000211475.1_CRISPR_1_from_1688112__all_	NODE_215_length_215962_cov_28.266953	NODE_80_length_321201_cov_28.594175	NODE_98_length_267272_cov_21.015494
GCA_000211475.1_crisprs_GCA_000211475.1_CRISPR_0_from_1491888__all_	NODE_190_length_220902_cov_28.740825	NODE_204_length_220902_cov_28.739720	NODE_12_length_839617_cov_21.275398
