	Accuracy (bp)	Accuracy (bp) (unfiltered)	Accuracy (seq)	Accuracy (seq) (unfiltered)	Adjusted Rand index (bp)	Adjusted Rand index (bp) (unfiltered)	Adjusted Rand index (seq)	Adjusted Rand index (seq) (unfiltered)	Average completeness (bp)	Average completeness (bp) (unfiltered)	Average completeness (seq)	Average completeness (seq) (unfiltered)	Average purity (bp)	Average purity (bp) (unfiltered)	Average purity (seq)	Average purity (seq) (unfiltered)	CAMI 1 F1 score (bp)	CAMI 1 F1 score (bp) (unfiltered)	CAMI 1 F1 score (seq)	CAMI 1 F1 score (seq) (unfiltered)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (bp) (unfiltered)	CAMI 1 average completeness (seq)	CAMI 1 average completeness (seq) (unfiltered)	CAMI 1 std error of av. completeness (bp)	CAMI 1 std error of av. completeness (bp) (unfiltered)	CAMI 1 std error of av. completeness (seq)	CAMI 1 std error of av. completeness (seq) (unfiltered)	Completeness (bp)	Completeness (bp) (unfiltered)	Completeness (seq)	Completeness (seq) (unfiltered)	F1 score (bp)	F1 score (bp) (unfiltered)	F1 score (seq)	F1 score (seq) (unfiltered)	F1 score for sample (bp)	F1 score for sample (bp) (unfiltered)	F1 score for sample (seq)	F1 score for sample (seq) (unfiltered)	Misclassification rate (bp)	Misclassification rate (bp) (unfiltered)	Misclassification rate (seq)	Misclassification rate (seq) (unfiltered)	Percentage of binned bp	Percentage of binned bp (unfiltered)	Percentage of binned sequences	Percentage of binned sequences (unfiltered)	Purity (bp)	Purity (bp) (unfiltered)	Purity (seq)	Purity (seq) (unfiltered)	Rand index (bp)	Rand index (bp) (unfiltered)	Rand index (seq)	Rand index (seq) (unfiltered)	Sample	Std error of av. completeness (bp)	Std error of av. completeness (bp) (unfiltered)	Std error of av. completeness (seq)	Std error of av. completeness (seq) (unfiltered)	Std error of av. purity (bp)	Std error of av. purity (bp) (unfiltered)	Std error of av. purity (seq)	Std error of av. purity (seq) (unfiltered)	Tool	UniFrac (bp)	UniFrac (bp) (unfiltered)	UniFrac (seq)	UniFrac (seq) (unfiltered)	avg_precision_bp_var	avg_precision_bp_var (unfiltered)	avg_recall_bp_var	avg_recall_bp_var (unfiltered)	avg_recall_bp_var_cami1	avg_recall_bp_var_cami1 (unfiltered)	binning type	rank
10	0.5723303845872126	0.5764926326200541	0.5723303845872126	0.5764926326200541	0.9694255658255768	0.9689043084565944	0.9694255616453684	0.9689043041484442	0.04146626932179755	0.3325288035852997	0.04146626932179755	0.3325288035852997	0.988175220894177	0.09367555940118903	0.988175220894177	0.09367555940118903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5723303845872126	0.5764926326200541	0.5723303845872126	0.5764926326200541	0.07959263537084106	0.14617317136121644	0.07959263537084106	0.14617317136121644	0.7248960013035999	0.7280150453113597	0.7248960013035999	0.7280150453113597	0.011636900075679302	0.012412422383571431	0.011636900075679302	0.012412422383571431	0.5790689521199609	0.5837382381939594	0.5790689521199609	0.5837382381939594	0.9883630999243208	0.9875875776164286	0.9883630999243208	0.9875875776164286	0.9877702700343765	0.9876806542783227	0.9877702693957048	0.9876806536401171	rhimgCAMI2_short_read_sample_0	0.01848836056455495	0.1030646354849212	0.01848836056455495	0.1030646354849212	0.0014665625393636714	0.03256378670048166	0.0014665625393636714	0.03256378670048166	Kraken 0.10.5-beta	1.9843744892951825	1.969589864323295	1.9843744892951825	1.969589864323295	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	class
11	0.5669678501815606	0.5679850454482107	0.5669678501815606	0.5679850454482107	0.9791203396678412	0.9711832427018724	0.9791203365938964	0.9711832384287986	0.04733346705295978	0.2908336247361028	0.04733346705295978	0.2908336247361028	0.8771711935376898	0.08372935313540054	0.8771711935376898	0.08372935313540054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5669678501815606	0.5679850454482107	0.5669678501815606	0.5679850454482107	0.0898201070454216	0.13002519046360006	0.0898201070454216	0.13002519046360006	0.7207786948552399	0.7196905134645034	0.7207786948552399	0.7196905134645034	0.0108884960660528	0.01803145972099396	0.0108884960660528	0.01803145972099396	0.5732092367003979	0.578414706938401	0.5732092367003979	0.578414706938401	0.9891115039339472	0.9819685402790059	0.9891115039339472	0.9819685402790059	0.9919149408187504	0.9889276931294492	0.9919149403950064	0.9889276925543634	rhimgCAMI2_short_read_sample_0	0.01389188623241638	0.06513664298881898	0.01389188623241638	0.06513664298881898	0.056882347500738936	0.019495903120751598	0.056882347500738936	0.019495903120751598	Kraken 0.10.5-beta	1.9843744892951825	1.969589864323295	1.9843744892951825	1.969589864323295	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	order
12	0.5595022665487003	0.5599197894762011	0.5595022665487003	0.5599197894762011	0.9786559910712715	0.9733300952372684	0.9786559868646759	0.9733300899338476	0.03147873941272333	0.26764846775322554	0.03147873941272333	0.26764846775322554	0.8579054930501758	0.05684202453120792	0.8579054930501758	0.05684202453120792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5595022665487003	0.5599197894762011	0.5595022665487003	0.5599197894762011	0.06072917074701336	0.09376965508396744	0.06072917074701336	0.09376965508396744	0.7119120860418942	0.7099910464623408	0.7119120860418942	0.7099910464623408	0.021557809276811942	0.03003669465420977	0.021557809276811942	0.03003669465420977	0.5718296613263988	0.5772587337998222	0.5718296613263988	0.5772587337998222	0.9784421907231879	0.9699633053457902	0.9784421907231879	0.9699633053457902	0.9928930495582148	0.9912140323158342	0.99289304918361	0.991214031857084	rhimgCAMI2_short_read_sample_0	0.007855637562797009	0.05307253594762206	0.007855637562797009	0.05307253594762206	0.05519588956952479	0.011265785641149145	0.05519588956952479	0.011265785641149145	Kraken 0.10.5-beta	1.9843744892951825	1.969589864323295	1.9843744892951825	1.969589864323295	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	family
13	0.5930799892408439	0.5932148185690744	0.5930799892408439	0.5932148185690744	0.988928140189976	0.983113204566646	0.9889281380224714	0.9831132012290288	0.0191365826106472	0.29146508117242503	0.0191365826106472	0.29146508117242503	0.518226774627026	0.029695172765026895	0.518226774627026	0.029695172765026895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5930799892408439	0.5932148185690744	0.5930799892408439	0.5932148185690744	0.03691018135169589	0.05389898553308148	0.03691018135169589	0.05389898553308148	0.7385265372583157	0.7359268139215192	0.7385265372583157	0.7359268139215192	0.021508961497199275	0.030943494907590408	0.021508961497199275	0.030943494907590408	0.6061169350598467	0.6121570986332786	0.6061169350598467	0.6121570986332786	0.9784910385028008	0.9690565050924096	0.9784910385028008	0.9690565050924096	0.9961815555244478	0.9942392982145284	0.9961815553117576	0.9942392978968192	rhimgCAMI2_short_read_sample_0	0.003658388216120564	0.045028210784810736	0.003658388216120564	0.045028210784810736	0.05874545284593434	0.004676468403411339	0.05874545284593434	0.004676468403411339	Kraken 0.10.5-beta	1.9843744892951825	1.969589864323295	1.9843744892951825	1.969589864323295	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	genus
14	0.2911779120242082	0.2911779120242082	0.2911779120242082	0.2911779120242082	0.5784576432353504	0.5725523069490901	0.5784573603265086	0.5725520197021441	0.0060937511862952575	0.2075298859063025	0.0060937511862952575	0.2075298859063025	0.05232680155816606	0.007035406976193554	0.05232680155816606	0.007035406976193554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2911779120242082	0.2911779120242082	0.2911779120242082	0.2911779120242082	0.010916244167181104	0.013609444355694885	0.010916244167181104	0.013609444355694885	0.3895207298505543	0.3882231451277037	0.3895207298505543	0.3882231451277037	0.4118299198606791	0.4177074904327449	0.4118299198606791	0.4177074904327449	0.4950573343602183	0.5000543665598656	0.4950573343602183	0.5000543665598656	0.5881700801393209	0.5822925095672551	0.5881700801393209	0.5822925095672551	0.9134333613163336	0.9129817917302652	0.9134333537008013	0.9129817841515054	rhimgCAMI2_short_read_sample_0	0.001308572523565419	0.03915223879372131	0.001308572523565419	0.03915223879372131	0.010226252209149116	0.0014073496526109182	0.010226252209149116	0.0014073496526109182	Kraken 0.10.5-beta	1.9843744892951825	1.969589864323295	1.9843744892951825	1.969589864323295	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	species
15	0.1748088998183076	0.17481035482780574	0.1748088998183076	0.17481035482780574	0.9752903528501085	0.9688894381536758	0.9752903271395238	0.9688894054362815	0.011782480334309222	0.4690481933397614	0.011782480334309222	0.4690481933397614	0.3477984188435875	0.014201844527374762	0.3477984188435875	0.014201844527374762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1748088998183076	0.17481035482780574	0.1748088998183076	0.17481035482780574	0.0227928015069623	0.02756895600901647	0.0227928015069623	0.02756895600901647	0.29223050476332885	0.2917502501032844	0.29223050476332885	0.2917502501032844	0.1098292201466724	0.1187046873968468	0.1098292201466724	0.1187046873968468	0.19637681192715706	0.19835616090077035	0.19637681192715706	0.19835616090077035	0.8901707798533276	0.8812953126031532	0.8901707798533276	0.8812953126031532	0.9902300911647852	0.9878158635200844	0.9902300873802922	0.9878158588475071	rhimgCAMI2_short_read_sample_0	0.003215576235713981	0.09189638632805376	0.003215576235713981	0.09189638632805376	0.07590319508889644	0.0036425707419133883	0.07590319508889644	0.0036425707419133883	Kraken 0.10.5-beta	1.9843744892951825	1.969589864323295	1.9843744892951825	1.969589864323295	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	strain
16	0.6724191018367142	0.6730597928725534	0.6724191018367142	0.6730597928725534	0.9993622235037314	0.9990181926974284	0.0	0.4463243927205973	0.18003787231058616	0.24331722743839454	0.18003787231058616	0.24331722743839454	0.9983849175309314	0.4300142831707428	0.9983849175309314	0.4300142831707428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6724191018367142	0.6730597928725534	0.6724191018367142	0.6730597928725534	0.3050638494922905	0.31078267240265994	0.3050638494922905	0.31078267240265994	0.8036048294731207	0.8037570790738203	0.8036048294731207	0.8037570790738203	0.0016150824690686072	0.002555363788914189	0.0016150824690686072	0.002555363788914189	0.6735068709768262	0.6747841117570721	0.6735068709768262	0.6747841117570721	0.9983849175309314	0.9974446362110858	0.9983849175309314	0.9974446362110858	1.0049499638693664	1.0077028784134696	0.9967750039271368	0.9950295405869506	rhimgCAMI2_short_read_sample_0	0.18003787231058616	0.23843351520302025	0.18003787231058616	0.23843351520302025		0.2545255722369536		0.2545255722369536	Kraken 2.0.8-beta	1.8665594465286235	1.8626570117738173	1.8665594465286235	1.8626570117738173	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	superkingdom
17	0.6591038810023382	0.6605868938141656	0.6591038810023382	0.6605868938141656	0.9916062482919769	0.9905930914205968	0.9307030268537928	0.9237247432610746	0.038669330362405004	0.35650062817954803	0.038669330362405004	0.35650062817954803	0.9532779628116202	0.08100817614781425	0.9532779628116202	0.08100817614781425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6591038810023382	0.6605868938141656	0.6591038810023382	0.6605868938141656	0.07432374829757385	0.13201775780844147	0.07432374829757385	0.13201775780844147	0.7900685636587267	0.7898658869772707	0.7900685636587267	0.7898658869772707	0.014015134274679264	0.017942228661183002	0.014015134274679264	0.017942228661183002	0.6684726144528407	0.6726558386820793	0.6684726144528407	0.6726558386820793	0.9859848657253208	0.982057771338817	0.9859848657253208	0.982057771338817	1.03875407179858	1.0448514144984251	0.9737164341004632	0.9705144247585584	rhimgCAMI2_short_read_sample_0	0.022947826993633774	0.14849367512821818	0.022947826993633774	0.14849367512821818	0.021869437002173663	0.039397555384746714	0.021869437002173663	0.039397555384746714	Kraken 2.0.8-beta	1.8665594465286235	1.8626570117738173	1.8665594465286235	1.8626570117738173	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	phylum
18	0.6459390652002516	0.6474827989133098	0.6459390652002516	0.6474827989133098	0.9582603682513341	0.9568010383225544	0.9214289319996564	0.91850548607534	0.04756610130952734	0.3719140993481129	0.04756610130952734	0.3719140993481129	0.9626844043555725	0.08318975094840035	0.9626844043555725	0.08318975094840035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6459390652002516	0.6474827989133098	0.6459390652002516	0.6474827989133098	0.0906530482289291	0.13596651084718445	0.0906530482289291	0.13596651084718445	0.7743336582963243	0.7741370130349456	0.7743336582963243	0.7741370130349456	0.033566415346937495	0.03760965780565384	0.033566415346937495	0.03760965780565384	0.6683739839526951	0.6727860521095674	0.6683739839526951	0.6727860521095674	0.9664335846530624	0.9623903421943462	0.9664335846530624	0.9623903421943462	1.0438407387527024	1.046644404621896	0.9692701079974714	0.9683420860600152	rhimgCAMI2_short_read_sample_0	0.019467063615892854	0.10882404629665372	0.019467063615892854	0.10882404629665372	0.008993093909531383	0.029268278180405876	0.008993093909531383	0.029268278180405876	Kraken 2.0.8-beta	1.8665594465286235	1.8626570117738173	1.8665594465286235	1.8626570117738173	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	class
19	0.6345221308397466	0.6347002980361263	0.6345221308397466	0.6347002980361263	0.968514261010188	0.9634879943209612	0.943533523780176	0.9341910093170168	0.05154713836291869	0.3284850876281431	0.05154713836291869	0.3284850876281431	0.5936060072488587	0.06627251801297862	0.5936060072488587	0.06627251801297862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6345221308397466	0.6347002980361263	0.6345221308397466	0.6347002980361263	0.09485713957017418	0.11029317016691954	0.09485713957017418	0.11029317016691954	0.7650533429196601	0.7622306865225209	0.7650533429196601	0.7622306865225209	0.03680153890474702	0.046102627938564116	0.03680153890474702	0.046102627938564116	0.6587657232323976	0.665375874413509	0.6587657232323976	0.665375874413509	0.963198461095253	0.953897372061436	0.963198461095253	0.953897372061436	1.029129512396172	1.0353290424527046	0.9787926795620157	0.9754861707608286	rhimgCAMI2_short_read_sample_0	0.01400773732876378	0.06749083255594869	0.01400773732876378	0.06749083255594869	0.09237911828206828	0.01630933500965786	0.09237911828206828	0.01630933500965786	Kraken 2.0.8-beta	1.8665594465286235	1.8626570117738173	1.8665594465286235	1.8626570117738173	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	order
20	0.6207633484294979	0.6208313172781608	0.6207633484294979	0.6208313172781608	0.970485092122535	0.9677065753256391	0.9540660282356108	0.9496143234649012	0.0322658427587694	0.2993887481225986	0.0322658427587694	0.2993887481225986	0.4123710109793404	0.043267912210115736	0.4123710109793404	0.043267912210115736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6207633484294979	0.6208313172781608	0.6207633484294979	0.6208313172781608	0.05984883208251145	0.07560878027520017	0.05984883208251145	0.07560878027520017	0.7500743683938643	0.7471908201262848	0.7500743683938643	0.7471908201262848	0.05256593666062637	0.0618687504931883	0.05256593666062637	0.0618687504931883	0.6552048025817482	0.6617744772967964	0.6552048025817482	0.6617744772967964	0.9474340633393736	0.9381312495068116	0.9474340633393736	0.9381312495068116	1.018905007917591	1.021468265108146	0.9856632698853476	0.9844651807964128	rhimgCAMI2_short_read_sample_0	0.007458192441026102	0.055030538886069916	0.007458192441026102	0.055030538886069916	0.06778269834734242	0.008896841698298187	0.06778269834734242	0.008896841698298187	Kraken 2.0.8-beta	1.8665594465286235	1.8626570117738173	1.8665594465286235	1.8626570117738173	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	family
21	0.6477717541700057	0.6478057758885736	0.6477717541700057	0.6478057758885736	0.9765654739651732	0.9722561896995451	0.9765654695781236	0.9722561844495408	0.017349126614197276	0.3157111069971826	0.017349126614197276	0.3157111069971826	0.20641334732943045	0.021544693321214337	0.20641334732943045	0.021544693321214337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6477717541700057	0.6478057758885736	0.6477717541700057	0.6478057758885736	0.03200797018878822	0.04033673533225426	0.03200797018878822	0.04033673533225426	0.7723205865506844	0.7692342524874057	0.7723205865506844	0.7692342524874057	0.043834969193145	0.053313293629753344	0.043834969193145	0.053313293629753344	0.6774685679765833	0.6842873904634914	0.6774685679765833	0.6842873904634914	0.956165030806855	0.9466867063702468	0.956165030806855	0.9466867063702468	0.9922179870319112	0.9908979213037123	0.9922179866441004	0.9908979208546372	rhimgCAMI2_short_read_sample_0	0.003185683238164636	0.046197534937472584	0.003185683238164636	0.046197534937472584	0.03016533399693622	0.003475769187750791	0.03016533399693622	0.003475769187750791	Kraken 2.0.8-beta	1.8665594465286235	1.8626570117738173	1.8665594465286235	1.8626570117738173	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	genus
