314275	Alteromonas mediterranea strain RG65	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_mediterranea_strain_RG65_genomic.fa
1917157	Alteromonas sp Mex14	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_sp_Mex14_genomic.fa
1917158	Alteromonas sp RW2A1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_sp_RW2A1_genomic.fa
715451	Alteromonas sp SN2	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_sp_SN2_genomic.fa
1160720	Alteromonas stellipolaris LMG 21856	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_stellipolaris_LMG_21856_genomic.fa
233316	Alteromonas stellipolaris strain PQQ-42	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_stellipolaris_strain_PQQ-42_genomic.fa
233316	Alteromonas stellipolaris strain PQQ-44	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_stellipolaris_strain_PQQ-44_genomic.fa
131112	Arcanobacterium phocae strain DSM 10002	/net/sgi/metagenomics/data/MarRef_marine_genomes/Arcanobacterium_phocae_strain_DSM_10002_genomic.fa
224325	Archaeoglobus fulgidus DSM 4304	/net/sgi/metagenomics/data/MarRef_marine_genomes/Archaeoglobus_fulgidus_DSM_4304_genomic.fa
1344584	Archaeoglobus fulgidus DSM 8774	/net/sgi/metagenomics/data/MarRef_marine_genomes/Archaeoglobus_fulgidus_DSM_8774_genomic.fa
572546	Archaeoglobus profundus DSM 5631	/net/sgi/metagenomics/data/MarRef_marine_genomes/Archaeoglobus_profundus_DSM_5631_genomic.fa
693661	Archaeoglobus veneficus SNP6	/net/sgi/metagenomics/data/MarRef_marine_genomes/Archaeoglobus_veneficus_SNP6_genomic.fa
1494608	Arthrobacter sp PAMC25486	/net/sgi/metagenomics/data/MarRef_marine_genomes/Arthrobacter_sp_PAMC25486_genomic.fa
1367477	Bacillus infantis NRRL B-14911	/net/sgi/metagenomics/data/MarRef_marine_genomes/Bacillus_infantis_NRRL_B-14911_genomic.fa
561879	Bacillus safensis strain KCTC 12796BP	/net/sgi/metagenomics/data/MarRef_marine_genomes/Bacillus_safensis_strain_KCTC_12796BP_genomic.fa
1547283	Bacillus sp Alg07	/net/sgi/metagenomics/data/MarRef_marine_genomes/Bacillus_sp_Alg07_genomic.fa
1446792	Bacillus sp Pc3	/net/sgi/metagenomics/data/MarRef_marine_genomes/Bacillus_sp_Pc3_genomic.fa
492670	Bacillus velezensis strain 9912D	/net/sgi/metagenomics/data/MarRef_marine_genomes/Bacillus_velezensis_strain_9912D_genomic.fa
862908	Bacteriovorax marinus SJ	/net/sgi/metagenomics/data/MarRef_marine_genomes/Bacteriovorax_marinus_SJ_genomic.fa
1561003	bacterium 2013Arg42i strain 2013Ark11	/net/sgi/metagenomics/data/MarRef_marine_genomes/bacterium_2013Arg42i_strain_2013Ark11_genomic.fa
1898108	bacterium AB1 strain AB1-8	/net/sgi/metagenomics/data/MarRef_marine_genomes/bacterium_AB1_strain_AB1-8_genomic.fa
959	Bdellovibrio bacteriovorus strain 109J	/net/sgi/metagenomics/data/MarRef_marine_genomes/Bdellovibrio_bacteriovorus_strain_109J_genomic.fa
866536	Belliella baltica DSM 15883	/net/sgi/metagenomics/data/MarRef_marine_genomes/Belliella_baltica_DSM_15883_genomic.fa
1423891	Brucella ceti TE10759-12	/net/sgi/metagenomics/data/MarRef_marine_genomes/Brucella_ceti_TE10759-12_genomic.fa
1407053	Brucella ceti TE28753-12	/net/sgi/metagenomics/data/MarRef_marine_genomes/Brucella_ceti_TE28753-12_genomic.fa
520461	Brucella pinnipedialis B2 94	/net/sgi/metagenomics/data/MarRef_marine_genomes/Brucella_pinnipedialis_B2_94_genomic.fa
1885919	Brucella sp 141012304	/net/sgi/metagenomics/data/MarRef_marine_genomes/Brucella_sp_141012304_genomic.fa
880073	Caldithrix abyssi DSM 13497	/net/sgi/metagenomics/data/MarRef_marine_genomes/Caldithrix_abyssi_DSM_13497_genomic.fa
201	Campylobacter lari strain Slaughter Beach	/net/sgi/metagenomics/data/MarRef_marine_genomes/Campylobacter_lari_strain_Slaughter_Beach_genomic.fa
1388753	Campylobacter peloridis LMG 23910	/net/sgi/metagenomics/data/MarRef_marine_genomes/Campylobacter_peloridis_LMG_23910_genomic.fa
1855377	Candidatus Aquiluna sp UB-MaderosW2red	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Aquiluna_sp_UB-MaderosW2red_genomic.fa
1453429	Candidatus Atelocyanobacterium thalassa isolate ALOHA	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_genomic.fa
1401328	Candidatus Endolissoclinum faulkneri L5	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Endolissoclinum_faulkneri_L5_genomic.fa
1193729	Candidatus Endolissoclinum patella L2	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Endolissoclinum_patella_L2_genomic.fa
886738	Candidatus Nitrosoarchaeum limnia SFB1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Nitrosoarchaeum_limnia_SFB1_genomic.fa
1410606	Candidatus Nitrosopelagicus brevis CN25	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Nitrosopelagicus_brevis_CN25_genomic.fa
1229908	Candidatus Nitrosopumilus koreensis AR1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Nitrosopumilus_koreensis_AR1_genomic.fa
1229909	Candidatus Nitrosopumilus sp AR2	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Nitrosopumilus_sp_AR2_genomic.fa
1582439	Candidatus Nitrosopumilus sp D3C	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Nitrosopumilus_sp_D3C_genomic.fa
1580092	Candidatus Nitrosopumilus sp NF5	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Nitrosopumilus_sp_NF5_genomic.fa
1002672	Candidatus Pelagibacter sp IMCC9063	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Pelagibacter_sp_IMCC9063_genomic.fa
335992	Candidatus Pelagibacter ubique HTCC1062	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Pelagibacter_ubique_HTCC1062_genomic.fa
488538	Candidatus Puniceispirillum marinum IMCC1322	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Puniceispirillum_marinum_IMCC1322_genomic.fa
413404	Candidatus Ruthia magnifica str Cm Calyptogena magnifica	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Ruthia_magnifica_str_Cm_Calyptogena_magnifica_genomic.fa
1125411	Candidatus Thioglobus singularis PS1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Thioglobus_singularis_PS1_genomic.fa
1427364	Candidatus Thioglobus singularis strain GG2	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Thioglobus_singularis_strain_GG2_genomic.fa
1705394	Candidatus Thioglobus sp EF1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Thioglobus_sp_EF1_genomic.fa
412965	Candidatus Vesicomyosocius okutanii HA	/net/sgi/metagenomics/data/MarRef_marine_genomes/Candidatus_Vesicomyosocius_okutanii_HA_genomic.fa
208596	Carnobacterium sp 17-4	/net/sgi/metagenomics/data/MarRef_marine_genomes/Carnobacterium_sp_17-4_genomic.fa
1208324	Celeribacter indicus P73	/net/sgi/metagenomics/data/MarRef_marine_genomes/Celeribacter_indicus_P73_genomic.fa
1397108	Celeribacter marinus strain IMCC12053	/net/sgi/metagenomics/data/MarRef_marine_genomes/Celeribacter_marinus_strain_IMCC12053_genomic.fa
688270	Cellulophaga algicola DSM 14237	/net/sgi/metagenomics/data/MarRef_marine_genomes/Cellulophaga_algicola_DSM_14237_genomic.fa
1348584	Cellulophaga baltica 18	/net/sgi/metagenomics/data/MarRef_marine_genomes/Cellulophaga_baltica_18_genomic.fa
1348585	Cellulophaga baltica NN016038	/net/sgi/metagenomics/data/MarRef_marine_genomes/Cellulophaga_baltica_NN016038_genomic.fa
867900	Cellulophaga lytica DSM 7489	/net/sgi/metagenomics/data/MarRef_marine_genomes/Cellulophaga_lytica_DSM_7489_genomic.fa
979	Cellulophaga lytica strain DAU203	/net/sgi/metagenomics/data/MarRef_marine_genomes/Cellulophaga_lytica_strain_DAU203_genomic.fa
979	Cellulophaga lytica strain HI1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Cellulophaga_lytica_strain_HI1_genomic.fa
414004	Cenarchaeum symbiosum A	/net/sgi/metagenomics/data/MarRef_marine_genomes/Cenarchaeum_symbiosum_A_genomic.fa
331678	Chlorobium phaeobacteroides BS1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Chlorobium_phaeobacteroides_BS1_genomic.fa
290318	Chlorobium phaeovibrioides DSM 265	/net/sgi/metagenomics/data/MarRef_marine_genomes/Chlorobium_phaeovibrioides_DSM_265_genomic.fa
517418	Chloroherpeton thalassium ATCC 35110	/net/sgi/metagenomics/data/MarRef_marine_genomes/Chloroherpeton_thalassium_ATCC_35110_genomic.fa
290398	Chromohalobacter salexigens DSM 3043	/net/sgi/metagenomics/data/MarRef_marine_genomes/Chromohalobacter_salexigens_DSM_3043_genomic.fa
1634516	Citromicrobium sp JL477	/net/sgi/metagenomics/data/MarRef_marine_genomes/Citromicrobium_sp_JL477_genomic.fa
1415774	Clostridium botulinum 202F	/net/sgi/metagenomics/data/MarRef_marine_genomes/Clostridium_botulinum_202F_genomic.fa
167879	Colwellia psychrerythraea 34H	/net/sgi/metagenomics/data/MarRef_marine_genomes/Colwellia_psychrerythraea_34H_genomic.fa
58049	Colwellia sp MT41	/net/sgi/metagenomics/data/MarRef_marine_genomes/Colwellia_sp_MT41_genomic.fa
1816218	Colwellia sp PAMC 20917	/net/sgi/metagenomics/data/MarRef_marine_genomes/Colwellia_sp_PAMC_20917_genomic.fa
1609966	Confluentimicrobium sp EMB200-NS6	/net/sgi/metagenomics/data/MarRef_marine_genomes/Confluentimicrobium_sp_EMB200-NS6_genomic.fa
583355	Coraliomargarita akajimensis DSM 45221	/net/sgi/metagenomics/data/MarRef_marine_genomes/Coraliomargarita_akajimensis_DSM_45221_genomic.fa
1224162	Corynebacterium marinum DSM 44953	/net/sgi/metagenomics/data/MarRef_marine_genomes/Corynebacterium_marinum_DSM_44953_genomic.fa
1224163	Corynebacterium maris DSM 45190	/net/sgi/metagenomics/data/MarRef_marine_genomes/Corynebacterium_maris_DSM_45190_genomic.fa
161895	Corynebacterium phocae strain M408 89 1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Corynebacterium_phocae_strain_M408_89_1_genomic.fa
1437874	Corynebacterium sphenisci DSM 44792	/net/sgi/metagenomics/data/MarRef_marine_genomes/Corynebacterium_sphenisci_DSM_44792_genomic.fa
1705	Corynebacterium stationis strain 622 DSM 20302	/net/sgi/metagenomics/data/MarRef_marine_genomes/Corynebacterium_stationis_strain_622_DSM_20302_genomic.fa
216432	Croceibacter atlanticus HTCC2559	/net/sgi/metagenomics/data/MarRef_marine_genomes/Croceibacter_atlanticus_HTCC2559_genomic.fa
1348774	Croceicoccus naphthovorans strain PQ-2	/net/sgi/metagenomics/data/MarRef_marine_genomes/Croceicoccus_naphthovorans_strain_PQ-2_genomic.fa
43989	Cyanothece sp ATCC 51142	/net/sgi/metagenomics/data/MarRef_marine_genomes/Cyanothece_sp_ATCC_51142_genomic.fa
320787	Cyclobacterium amurskyense strain KCTC 12363	/net/sgi/metagenomics/data/MarRef_marine_genomes/Cyclobacterium_amurskyense_strain_KCTC_12363_genomic.fa
880070	Cyclobacterium marinum DSM 745	/net/sgi/metagenomics/data/MarRef_marine_genomes/Cyclobacterium_marinum_DSM_745_genomic.fa
385025	Cycloclasticus sp P1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Cycloclasticus_sp_P1_genomic.fa
1198232	Cycloclasticus zancles 78-ME	/net/sgi/metagenomics/data/MarRef_marine_genomes/Cycloclasticus_zancles_78-ME_genomic.fa
639282	Deferribacter desulfuricans SSM1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Deferribacter_desulfuricans_SSM1_genomic.fa
522772	Denitrovibrio acetiphilus DSM 12809	/net/sgi/metagenomics/data/MarRef_marine_genomes/Denitrovibrio_acetiphilus_DSM_12809_genomic.fa
177437	Desulfobacterium autotrophicum HRM2	/net/sgi/metagenomics/data/MarRef_marine_genomes/Desulfobacterium_autotrophicum_HRM2_genomic.fa
651182	Desulfobacula toluolica Tol2	/net/sgi/metagenomics/data/MarRef_marine_genomes/Desulfobacula_toluolica_Tol2_genomic.fa
1167006	Desulfocapsa sulfexigens DSM 10523	/net/sgi/metagenomics/data/MarRef_marine_genomes/Desulfocapsa_sulfexigens_DSM_10523_genomic.fa
897	Desulfococcus multivorans strain DSM 2059	/net/sgi/metagenomics/data/MarRef_marine_genomes/Desulfococcus_multivorans_strain_DSM_2059_genomic.fa
177439	Desulfotalea psychrophila LSv54	/net/sgi/metagenomics/data/MarRef_marine_genomes/Desulfotalea_psychrophila_LSv54_genomic.fa
349161	Desulfotomaculum reducens MI-1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Desulfotomaculum_reducens_MI-1_genomic.fa
690850	Desulfovibrio africanus str Walvis Bay	/net/sgi/metagenomics/data/MarRef_marine_genomes/Desulfovibrio_africanus_str_Walvis_Bay_genomic.fa
641491	Desulfovibrio desulfuricans ND132	/net/sgi/metagenomics/data/MarRef_marine_genomes/Desulfovibrio_desulfuricans_ND132_genomic.fa
1121451	Desulfovibrio hydrothermalis AM13	/net/sgi/metagenomics/data/MarRef_marine_genomes/Desulfovibrio_hydrothermalis_AM13_genomic.fa
879567	Desulfovibrio piezophilus strain C1TLV30	/net/sgi/metagenomics/data/MarRef_marine_genomes/Desulfovibrio_piezophilus_strain_C1TLV30_genomic.fa
526222	Desulfovibrio salexigens DSM 2638	/net/sgi/metagenomics/data/MarRef_marine_genomes/Desulfovibrio_salexigens_DSM_2638_genomic.fa
868864	Desulfurobacterium thermolithotrophum DSM 11699	/net/sgi/metagenomics/data/MarRef_marine_genomes/Desulfurobacterium_thermolithotrophum_DSM_11699_genomic.fa
398580	Dinoroseobacter shibae DFL 12	/net/sgi/metagenomics/data/MarRef_marine_genomes/Dinoroseobacter_shibae_DFL_12_genomic.fa
1300343	Dokdonia donghaensis DSW-1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Dokdonia_donghaensis_DSW-1_genomic.fa
313590	Dokdonia sp MED134	/net/sgi/metagenomics/data/MarRef_marine_genomes/Dokdonia_sp_MED134_genomic.fa
1239415	Dokdonia sp PRO95	/net/sgi/metagenomics/data/MarRef_marine_genomes/Dokdonia_sp_PRO95_genomic.fa
1920883	Donghicola sp JLT3646	/net/sgi/metagenomics/data/MarRef_marine_genomes/Donghicola_sp_JLT3646_genomic.fa
1168034	Draconibacterium orientale strain FH5	/net/sgi/metagenomics/data/MarRef_marine_genomes/Draconibacterium_orientale_strain_FH5_genomic.fa
926556	Echinicola vietnamensis DSM 17526	/net/sgi/metagenomics/data/MarRef_marine_genomes/Echinicola_vietnamensis_DSM_17526_genomic.fa
667120	Edwardsiella tarda 080813	/net/sgi/metagenomics/data/MarRef_marine_genomes/Edwardsiella_tarda_080813_genomic.fa
498217	Edwardsiella tarda EIB202	/net/sgi/metagenomics/data/MarRef_marine_genomes/Edwardsiella_tarda_EIB202_genomic.fa
1248727	endosymbiont of unidentified scaly snail isolate Monju	/net/sgi/metagenomics/data/MarRef_marine_genomes/endosymbiont_of_unidentified_scaly_snail_isolate_Monju_genomic.fa
502682	Erythrobacter gangjinensis strain JCM 15420	/net/sgi/metagenomics/data/MarRef_marine_genomes/Erythrobacter_gangjinensis_strain_JCM_15420_genomic.fa
314225	Erythrobacter litoralis HTCC2594	/net/sgi/metagenomics/data/MarRef_marine_genomes/Erythrobacter_litoralis_HTCC2594_genomic.fa
39960	Erythrobacter litoralis strain DSM 8509	/net/sgi/metagenomics/data/MarRef_marine_genomes/Erythrobacter_litoralis_strain_DSM_8509_genomic.fa
1648404	Erythrobacter sp s21-N3	/net/sgi/metagenomics/data/MarRef_marine_genomes/Erythrobacter_sp_s21-N3_genomic.fa
550540	Ferrimonas balearica DSM 9799	/net/sgi/metagenomics/data/MarRef_marine_genomes/Ferrimonas_balearica_DSM_9799_genomic.fa
589924	Ferroglobus placidus DSM 10642	/net/sgi/metagenomics/data/MarRef_marine_genomes/Ferroglobus_placidus_DSM_10642_genomic.fa
93466	Fervidobacterium pennivorans strain DYC	/net/sgi/metagenomics/data/MarRef_marine_genomes/Fervidobacterium_pennivorans_strain_DYC_genomic.fa
651143	Fibrella aestuarina strain BUZ 2	/net/sgi/metagenomics/data/MarRef_marine_genomes/Fibrella_aestuarina_strain_BUZ_2_genomic.fa
1608628	Filomicrobium sp W1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Filomicrobium_sp_W1_genomic.fa
1191459	Flammeovirga sp MY04	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flammeovirga_sp_MY04_genomic.fa
1250295	Flavobacteriaceae bacterium MAR 2010 188	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flavobacteriaceae_bacterium_MAR_2010_188_genomic.fa
1150389	Flavobacteriaceae bacterium UJ101	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flavobacteriaceae_bacterium_UJ101_genomic.fa
1452725	Flavobacterium psychrophilum FPG101	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flavobacterium_psychrophilum_FPG101_genomic.fa
1452724	Flavobacterium psychrophilum FPG3	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flavobacterium_psychrophilum_FPG3_genomic.fa
96345	Flavobacterium psychrophilum strain CSF259-93	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flavobacterium_psychrophilum_strain_CSF259-93_genomic.fa
96345	Flavobacterium psychrophilum strain MH1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flavobacterium_psychrophilum_strain_MH1_genomic.fa
96345	Flavobacterium psychrophilum strain PG2	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flavobacterium_psychrophilum_strain_PG2_genomic.fa
96345	Flavobacterium psychrophilum strain VQ50	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flavobacterium_psychrophilum_strain_VQ50_genomic.fa
96345	Flavobacterium psychrophilum V3-5	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flavobacterium_psychrophilum_V3-5_genomic.fa
96345	Flavobacterium psychrophilum V4-24	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flavobacterium_psychrophilum_V4-24_genomic.fa
96345	Flavobacterium psychrophilum v4-33	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flavobacterium_psychrophilum_v4-33_genomic.fa
1763534	Flavobacterium sp LPB0076	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flavobacterium_sp_LPB0076_genomic.fa
880071	Flexibacter litoralis DSM 6794	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flexibacter_litoralis_DSM_6794_genomic.fa
717231	Flexistipes sinusarabici DSM 4947	/net/sgi/metagenomics/data/MarRef_marine_genomes/Flexistipes_sinusarabici_DSM_4947_genomic.fa
1347342	Formosa agariphila KMM 3901	/net/sgi/metagenomics/data/MarRef_marine_genomes/Formosa_agariphila_KMM_3901_genomic.fa
1555194	Formosa haliotis strain LMG 28520	/net/sgi/metagenomics/data/MarRef_marine_genomes/Formosa_haliotis_strain_LMG_28520_genomic.fa
1336794	Formosa sp Hel1 33 131	/net/sgi/metagenomics/data/MarRef_marine_genomes/Formosa_sp_Hel1_33_131_genomic.fa
1336795	Formosa sp Hel3 A1 48	/net/sgi/metagenomics/data/MarRef_marine_genomes/Formosa_sp_Hel3_A1_48_genomic.fa
1390363	Francisella noatunensis subsp orientalis FNO12	/net/sgi/metagenomics/data/MarRef_marine_genomes/Francisella_noatunensis_subsp_orientalis_FNO12_genomic.fa
1449091	Francisella noatunensis subsp orientalis FNO24	/net/sgi/metagenomics/data/MarRef_marine_genomes/Francisella_noatunensis_subsp_orientalis_FNO24_genomic.fa
1356861	Francisella noatunensis subsp orientalis LADL-07-285A	/net/sgi/metagenomics/data/MarRef_marine_genomes/Francisella_noatunensis_subsp_orientalis_LADL-07-285A_genomic.fa
299583	Francisella noatunensis subsp orientalis strain FNO01	/net/sgi/metagenomics/data/MarRef_marine_genomes/Francisella_noatunensis_subsp_orientalis_strain_FNO01_genomic.fa
299583	Francisella noatunensis subsp orientalis strain FNO190	/net/sgi/metagenomics/data/MarRef_marine_genomes/Francisella_noatunensis_subsp_orientalis_strain_FNO190_genomic.fa
1547445	Francisella sp FSC1006	/net/sgi/metagenomics/data/MarRef_marine_genomes/Francisella_sp_FSC1006_genomic.fa
