tool	rank	metric	sample	value
Gold standard	phylum	Taxon counts	rhimgCAMI2_sample_0	7.0
Gold standard	class	True positives	rhimgCAMI2_sample_0	13.0
Gold standard	class	False negatives	rhimgCAMI2_sample_0	0.0
Gold standard	class	False positives	rhimgCAMI2_sample_0	0.0
Gold standard	class	Completeness	rhimgCAMI2_sample_0	1.0
Gold standard	class	Purity	rhimgCAMI2_sample_0	1.0
Gold standard	class	F1 score	rhimgCAMI2_sample_0	1.0
Gold standard	class	Jaccard index	rhimgCAMI2_sample_0	1.0
Gold standard	class	Taxon counts	rhimgCAMI2_sample_0	13.0
Gold standard	order	True positives	rhimgCAMI2_sample_0	31.0
Gold standard	order	False negatives	rhimgCAMI2_sample_0	0.0
Gold standard	order	False positives	rhimgCAMI2_sample_0	0.0
Gold standard	order	Completeness	rhimgCAMI2_sample_0	1.0
Gold standard	order	Purity	rhimgCAMI2_sample_0	1.0
Gold standard	order	F1 score	rhimgCAMI2_sample_0	1.0
Gold standard	order	Jaccard index	rhimgCAMI2_sample_0	1.0
Gold standard	order	Taxon counts	rhimgCAMI2_sample_0	31.0
Gold standard	family	True positives	rhimgCAMI2_sample_0	47.0
Gold standard	family	False negatives	rhimgCAMI2_sample_0	0.0
Gold standard	family	False positives	rhimgCAMI2_sample_0	0.0
Gold standard	family	Completeness	rhimgCAMI2_sample_0	1.0
Gold standard	family	Purity	rhimgCAMI2_sample_0	1.0
Gold standard	family	F1 score	rhimgCAMI2_sample_0	1.0
Gold standard	family	Jaccard index	rhimgCAMI2_sample_0	1.0
Gold standard	family	Taxon counts	rhimgCAMI2_sample_0	47.0
Gold standard	genus	True positives	rhimgCAMI2_sample_0	75.0
Gold standard	genus	False negatives	rhimgCAMI2_sample_0	0.0
Gold standard	genus	False positives	rhimgCAMI2_sample_0	0.0
Gold standard	genus	Completeness	rhimgCAMI2_sample_0	1.0
Gold standard	genus	Purity	rhimgCAMI2_sample_0	1.0
Gold standard	genus	F1 score	rhimgCAMI2_sample_0	1.0
Gold standard	genus	Jaccard index	rhimgCAMI2_sample_0	1.0
Gold standard	genus	Taxon counts	rhimgCAMI2_sample_0	75.0
Gold standard	species	True positives	rhimgCAMI2_sample_0	81.0
Gold standard	species	False negatives	rhimgCAMI2_sample_0	0.0
Gold standard	species	False positives	rhimgCAMI2_sample_0	0.0
Gold standard	species	Completeness	rhimgCAMI2_sample_0	1.0
Gold standard	species	Purity	rhimgCAMI2_sample_0	1.0
Gold standard	species	F1 score	rhimgCAMI2_sample_0	1.0
Gold standard	species	Jaccard index	rhimgCAMI2_sample_0	1.0
Gold standard	species	Taxon counts	rhimgCAMI2_sample_0	81.0
Gold standard	strain	True positives	rhimgCAMI2_sample_0	138.0
Gold standard	strain	False negatives	rhimgCAMI2_sample_0	0.0
Gold standard	strain	False positives	rhimgCAMI2_sample_0	0.0
Gold standard	strain	Completeness	rhimgCAMI2_sample_0	1.0
Gold standard	strain	Purity	rhimgCAMI2_sample_0	1.0
Gold standard	strain	F1 score	rhimgCAMI2_sample_0	1.0
Gold standard	strain	Jaccard index	rhimgCAMI2_sample_0	1.0
Gold standard	strain	Taxon counts	rhimgCAMI2_sample_0	138.0
Gold standard	superkingdom	L1 norm error	rhimgCAMI2_sample_0	0.0
Gold standard	phylum	L1 norm error	rhimgCAMI2_sample_0	0.0
Gold standard	class	L1 norm error	rhimgCAMI2_sample_0	0.0
Gold standard	order	L1 norm error	rhimgCAMI2_sample_0	0.0
Gold standard	family	L1 norm error	rhimgCAMI2_sample_0	0.0
Gold standard	genus	L1 norm error	rhimgCAMI2_sample_0	0.0
Gold standard	species	L1 norm error	rhimgCAMI2_sample_0	0.0
Gold standard	strain	L1 norm error	rhimgCAMI2_sample_0	0.0
Gold standard	na	Weighted UniFrac error	rhimgCAMI2_sample_0	0.0
Gold standard	na	Unweighted UniFrac error	rhimgCAMI2_sample_0	0.0
Gold standard	superkingdom	Sum of abundances	rhimgCAMI2_sample_0	1.0
Gold standard	phylum	Sum of abundances	rhimgCAMI2_sample_0	0.99999
Gold standard	class	Sum of abundances	rhimgCAMI2_sample_0	0.9996000000000003
Gold standard	order	Sum of abundances	rhimgCAMI2_sample_0	1.0
Gold standard	family	Sum of abundances	rhimgCAMI2_sample_0	0.9988500000000002
Gold standard	genus	Sum of abundances	rhimgCAMI2_sample_0	0.8828199999999999
Gold standard	species	Sum of abundances	rhimgCAMI2_sample_0	0.62981
Gold standard	strain	Sum of abundances	rhimgCAMI2_sample_0	0.9999800000000003
Gold standard	superkingdom	Bray-Curtis distance	rhimgCAMI2_sample_1	0.0
Gold standard	phylum	Bray-Curtis distance	rhimgCAMI2_sample_1	0.0
Gold standard	class	Bray-Curtis distance	rhimgCAMI2_sample_1	0.0
Gold standard	order	Bray-Curtis distance	rhimgCAMI2_sample_1	0.0
Gold standard	family	Bray-Curtis distance	rhimgCAMI2_sample_1	0.0
Gold standard	genus	Bray-Curtis distance	rhimgCAMI2_sample_1	0.0
Gold standard	species	Bray-Curtis distance	rhimgCAMI2_sample_1	0.0
Gold standard	strain	Bray-Curtis distance	rhimgCAMI2_sample_1	0.0
Gold standard	superkingdom	Shannon diversity	rhimgCAMI2_sample_1	0.05618525844721492
Gold standard	superkingdom	Shannon equitability	rhimgCAMI2_sample_1	0.0810581937328617
Gold standard	phylum	Shannon diversity	rhimgCAMI2_sample_1	0.8360257206066909
Gold standard	phylum	Shannon equitability	rhimgCAMI2_sample_1	0.4020433870582984
Gold standard	class	Shannon diversity	rhimgCAMI2_sample_1	1.4744694854221163
Gold standard	class	Shannon equitability	rhimgCAMI2_sample_1	0.5587106687208935
Gold standard	order	Shannon diversity	rhimgCAMI2_sample_1	1.9015538809365211
Gold standard	order	Shannon equitability	rhimgCAMI2_sample_1	0.543843777686265
Gold standard	family	Shannon diversity	rhimgCAMI2_sample_1	2.2063876980389323
Gold standard	family	Shannon equitability	rhimgCAMI2_sample_1	0.5640017185424137
Gold standard	genus	Shannon diversity	rhimgCAMI2_sample_1	2.1283646768174496
Gold standard	genus	Shannon equitability	rhimgCAMI2_sample_1	0.4885258027295502
Gold standard	species	Shannon diversity	rhimgCAMI2_sample_1	1.991223705905805
Gold standard	species	Shannon equitability	rhimgCAMI2_sample_1	0.44587207192827083
Gold standard	strain	Shannon diversity	rhimgCAMI2_sample_1	2.951824939181178
Gold standard	strain	Shannon equitability	rhimgCAMI2_sample_1	0.5982045865846501
Gold standard	superkingdom	True positives	rhimgCAMI2_sample_1	2.0
Gold standard	superkingdom	False negatives	rhimgCAMI2_sample_1	0.0
Gold standard	superkingdom	False positives	rhimgCAMI2_sample_1	0.0
Gold standard	superkingdom	Completeness	rhimgCAMI2_sample_1	1.0
Gold standard	superkingdom	Purity	rhimgCAMI2_sample_1	1.0
Gold standard	superkingdom	F1 score	rhimgCAMI2_sample_1	1.0
Gold standard	superkingdom	Jaccard index	rhimgCAMI2_sample_1	1.0
Gold standard	superkingdom	Taxon counts	rhimgCAMI2_sample_1	2.0
Gold standard	phylum	True positives	rhimgCAMI2_sample_1	8.0
Gold standard	phylum	False negatives	rhimgCAMI2_sample_1	0.0
Gold standard	phylum	False positives	rhimgCAMI2_sample_1	0.0
Gold standard	phylum	Completeness	rhimgCAMI2_sample_1	1.0
Gold standard	phylum	Purity	rhimgCAMI2_sample_1	1.0
Gold standard	phylum	F1 score	rhimgCAMI2_sample_1	1.0
Gold standard	phylum	Jaccard index	rhimgCAMI2_sample_1	1.0
Gold standard	phylum	Taxon counts	rhimgCAMI2_sample_1	8.0
Gold standard	class	True positives	rhimgCAMI2_sample_1	14.0
Gold standard	class	False negatives	rhimgCAMI2_sample_1	0.0
Gold standard	class	False positives	rhimgCAMI2_sample_1	0.0
Gold standard	class	Completeness	rhimgCAMI2_sample_1	1.0
Gold standard	class	Purity	rhimgCAMI2_sample_1	1.0
Gold standard	class	F1 score	rhimgCAMI2_sample_1	1.0
Gold standard	class	Jaccard index	rhimgCAMI2_sample_1	1.0
Gold standard	class	Taxon counts	rhimgCAMI2_sample_1	14.0
Gold standard	order	True positives	rhimgCAMI2_sample_1	33.0
Gold standard	order	False negatives	rhimgCAMI2_sample_1	0.0
Gold standard	order	False positives	rhimgCAMI2_sample_1	0.0
Gold standard	order	Completeness	rhimgCAMI2_sample_1	1.0
Gold standard	order	Purity	rhimgCAMI2_sample_1	1.0
Gold standard	order	F1 score	rhimgCAMI2_sample_1	1.0
Gold standard	order	Jaccard index	rhimgCAMI2_sample_1	1.0
Gold standard	order	Taxon counts	rhimgCAMI2_sample_1	33.0
Gold standard	family	True positives	rhimgCAMI2_sample_1	50.0
Gold standard	family	False negatives	rhimgCAMI2_sample_1	0.0
Gold standard	family	False positives	rhimgCAMI2_sample_1	0.0
Gold standard	family	Completeness	rhimgCAMI2_sample_1	1.0
Gold standard	family	Purity	rhimgCAMI2_sample_1	1.0
Gold standard	family	F1 score	rhimgCAMI2_sample_1	1.0
Gold standard	family	Jaccard index	rhimgCAMI2_sample_1	1.0
Gold standard	family	Taxon counts	rhimgCAMI2_sample_1	50.0
Gold standard	genus	True positives	rhimgCAMI2_sample_1	78.0
Gold standard	genus	False negatives	rhimgCAMI2_sample_1	0.0
Gold standard	genus	False positives	rhimgCAMI2_sample_1	0.0
Gold standard	genus	Completeness	rhimgCAMI2_sample_1	1.0
Gold standard	genus	Purity	rhimgCAMI2_sample_1	1.0
Gold standard	genus	F1 score	rhimgCAMI2_sample_1	1.0
Gold standard	genus	Jaccard index	rhimgCAMI2_sample_1	1.0
Gold standard	genus	Taxon counts	rhimgCAMI2_sample_1	78.0
Gold standard	species	True positives	rhimgCAMI2_sample_1	87.0
Gold standard	species	False negatives	rhimgCAMI2_sample_1	0.0
Gold standard	species	False positives	rhimgCAMI2_sample_1	0.0
Gold standard	species	Completeness	rhimgCAMI2_sample_1	1.0
Gold standard	species	Purity	rhimgCAMI2_sample_1	1.0
Gold standard	species	F1 score	rhimgCAMI2_sample_1	1.0
Gold standard	species	Jaccard index	rhimgCAMI2_sample_1	1.0
Gold standard	species	Taxon counts	rhimgCAMI2_sample_1	87.0
Gold standard	strain	True positives	rhimgCAMI2_sample_1	139.0
Gold standard	strain	False negatives	rhimgCAMI2_sample_1	0.0
Gold standard	strain	False positives	rhimgCAMI2_sample_1	0.0
Gold standard	strain	Completeness	rhimgCAMI2_sample_1	1.0
Gold standard	strain	Purity	rhimgCAMI2_sample_1	1.0
Gold standard	strain	F1 score	rhimgCAMI2_sample_1	1.0
Gold standard	strain	Jaccard index	rhimgCAMI2_sample_1	1.0
Gold standard	strain	Taxon counts	rhimgCAMI2_sample_1	139.0
Gold standard	superkingdom	L1 norm error	rhimgCAMI2_sample_1	0.0
Gold standard	phylum	L1 norm error	rhimgCAMI2_sample_1	0.0
Gold standard	class	L1 norm error	rhimgCAMI2_sample_1	0.0
Gold standard	order	L1 norm error	rhimgCAMI2_sample_1	0.0
Gold standard	family	L1 norm error	rhimgCAMI2_sample_1	0.0
Gold standard	genus	L1 norm error	rhimgCAMI2_sample_1	0.0
Gold standard	species	L1 norm error	rhimgCAMI2_sample_1	0.0
Gold standard	strain	L1 norm error	rhimgCAMI2_sample_1	0.0
Gold standard	na	Weighted UniFrac error	rhimgCAMI2_sample_1	0.0
Gold standard	na	Unweighted UniFrac error	rhimgCAMI2_sample_1	0.0
Gold standard	superkingdom	Sum of abundances	rhimgCAMI2_sample_1	1.0
Gold standard	phylum	Sum of abundances	rhimgCAMI2_sample_1	0.9999900000000003
Gold standard	class	Sum of abundances	rhimgCAMI2_sample_1	0.99959
Gold standard	order	Sum of abundances	rhimgCAMI2_sample_1	1.0000200000000001
Gold standard	family	Sum of abundances	rhimgCAMI2_sample_1	0.9988300000000002
Gold standard	genus	Sum of abundances	rhimgCAMI2_sample_1	0.9201
Gold standard	species	Sum of abundances	rhimgCAMI2_sample_1	0.7777499999999999
Gold standard	strain	Sum of abundances	rhimgCAMI2_sample_1	1.00014
Gold standard	superkingdom	Bray-Curtis distance	rhimgCAMI2_sample_2	0.0
Gold standard	phylum	Bray-Curtis distance	rhimgCAMI2_sample_2	0.0
Gold standard	class	Bray-Curtis distance	rhimgCAMI2_sample_2	0.0
Gold standard	order	Bray-Curtis distance	rhimgCAMI2_sample_2	0.0
Gold standard	family	Bray-Curtis distance	rhimgCAMI2_sample_2	0.0
Gold standard	genus	Bray-Curtis distance	rhimgCAMI2_sample_2	0.0
Gold standard	species	Bray-Curtis distance	rhimgCAMI2_sample_2	0.0
Gold standard	strain	Bray-Curtis distance	rhimgCAMI2_sample_2	0.0
Gold standard	superkingdom	Shannon diversity	rhimgCAMI2_sample_2	0.055218896126548025
Gold standard	superkingdom	Shannon equitability	rhimgCAMI2_sample_2	0.07966402760513364
Gold standard	phylum	Shannon diversity	rhimgCAMI2_sample_2	0.4950793654878492
Gold standard	phylum	Shannon equitability	rhimgCAMI2_sample_2	0.27630905486501744
Gold standard	class	Shannon diversity	rhimgCAMI2_sample_2	1.3425245109021677
Gold standard	class	Shannon equitability	rhimgCAMI2_sample_2	0.5402716077952888
Gold standard	order	Shannon diversity	rhimgCAMI2_sample_2	1.6326731235728282
Gold standard	order	Shannon equitability	rhimgCAMI2_sample_2	0.49537437377845134
Gold standard	family	Shannon diversity	rhimgCAMI2_sample_2	1.9914922209865522
Gold standard	family	Shannon equitability	rhimgCAMI2_sample_2	0.5328165473066081
Gold standard	genus	Shannon diversity	rhimgCAMI2_sample_2	1.9421124627647222
Gold standard	genus	Shannon equitability	rhimgCAMI2_sample_2	0.4602699173608134
Gold standard	species	Shannon diversity	rhimgCAMI2_sample_2	1.7657025743171486
Gold standard	species	Shannon equitability	rhimgCAMI2_sample_2	0.4115416072653837
Gold standard	strain	Shannon diversity	rhimgCAMI2_sample_2	2.9142851286066986
Gold standard	strain	Shannon equitability	rhimgCAMI2_sample_2	0.6066345466578851
Gold standard	superkingdom	True positives	rhimgCAMI2_sample_2	2.0
Gold standard	superkingdom	False negatives	rhimgCAMI2_sample_2	0.0
Gold standard	superkingdom	False positives	rhimgCAMI2_sample_2	0.0
Gold standard	superkingdom	Completeness	rhimgCAMI2_sample_2	1.0
Gold standard	superkingdom	Purity	rhimgCAMI2_sample_2	1.0
Gold standard	superkingdom	F1 score	rhimgCAMI2_sample_2	1.0
Gold standard	superkingdom	Jaccard index	rhimgCAMI2_sample_2	1.0
Gold standard	superkingdom	Taxon counts	rhimgCAMI2_sample_2	2.0
Gold standard	phylum	True positives	rhimgCAMI2_sample_2	6.0
Gold standard	phylum	False negatives	rhimgCAMI2_sample_2	0.0
Gold standard	phylum	False positives	rhimgCAMI2_sample_2	0.0
Gold standard	phylum	Completeness	rhimgCAMI2_sample_2	1.0
Gold standard	phylum	Purity	rhimgCAMI2_sample_2	1.0
Gold standard	phylum	F1 score	rhimgCAMI2_sample_2	1.0
Gold standard	phylum	Jaccard index	rhimgCAMI2_sample_2	1.0
Gold standard	phylum	Taxon counts	rhimgCAMI2_sample_2	6.0
Gold standard	class	True positives	rhimgCAMI2_sample_2	12.0
Gold standard	class	False negatives	rhimgCAMI2_sample_2	0.0
Gold standard	class	False positives	rhimgCAMI2_sample_2	0.0
Gold standard	class	Completeness	rhimgCAMI2_sample_2	1.0
Gold standard	class	Purity	rhimgCAMI2_sample_2	1.0
Gold standard	class	F1 score	rhimgCAMI2_sample_2	1.0
Gold standard	class	Jaccard index	rhimgCAMI2_sample_2	1.0
Gold standard	class	Taxon counts	rhimgCAMI2_sample_2	12.0
Gold standard	order	True positives	rhimgCAMI2_sample_2	27.0
Gold standard	order	False negatives	rhimgCAMI2_sample_2	0.0
Gold standard	order	False positives	rhimgCAMI2_sample_2	0.0
Gold standard	order	Completeness	rhimgCAMI2_sample_2	1.0
Gold standard	order	Purity	rhimgCAMI2_sample_2	1.0
Gold standard	order	F1 score	rhimgCAMI2_sample_2	1.0
Gold standard	order	Jaccard index	rhimgCAMI2_sample_2	1.0
Gold standard	order	Taxon counts	rhimgCAMI2_sample_2	27.0
Gold standard	family	True positives	rhimgCAMI2_sample_2	42.0
Gold standard	family	False negatives	rhimgCAMI2_sample_2	0.0
Gold standard	family	False positives	rhimgCAMI2_sample_2	0.0
Gold standard	family	Completeness	rhimgCAMI2_sample_2	1.0
Gold standard	family	Purity	rhimgCAMI2_sample_2	1.0
Gold standard	family	F1 score	rhimgCAMI2_sample_2	1.0
Gold standard	family	Jaccard index	rhimgCAMI2_sample_2	1.0
Gold standard	family	Taxon counts	rhimgCAMI2_sample_2	42.0
Gold standard	genus	True positives	rhimgCAMI2_sample_2	68.0
Gold standard	genus	False negatives	rhimgCAMI2_sample_2	0.0
Gold standard	genus	False positives	rhimgCAMI2_sample_2	0.0
Gold standard	genus	Completeness	rhimgCAMI2_sample_2	1.0
Gold standard	genus	Purity	rhimgCAMI2_sample_2	1.0
Gold standard	genus	F1 score	rhimgCAMI2_sample_2	1.0
Gold standard	genus	Jaccard index	rhimgCAMI2_sample_2	1.0
Gold standard	genus	Taxon counts	rhimgCAMI2_sample_2	68.0
Gold standard	species	True positives	rhimgCAMI2_sample_2	73.0
Gold standard	species	False negatives	rhimgCAMI2_sample_2	0.0
Gold standard	species	False positives	rhimgCAMI2_sample_2	0.0
Gold standard	species	Completeness	rhimgCAMI2_sample_2	1.0
Gold standard	species	Purity	rhimgCAMI2_sample_2	1.0
Gold standard	species	F1 score	rhimgCAMI2_sample_2	1.0
Gold standard	species	Jaccard index	rhimgCAMI2_sample_2	1.0
Gold standard	species	Taxon counts	rhimgCAMI2_sample_2	73.0
Gold standard	strain	True positives	rhimgCAMI2_sample_2	122.0
Gold standard	strain	False negatives	rhimgCAMI2_sample_2	0.0
Gold standard	strain	False positives	rhimgCAMI2_sample_2	0.0
Gold standard	strain	Completeness	rhimgCAMI2_sample_2	1.0
Gold standard	strain	Purity	rhimgCAMI2_sample_2	1.0
Gold standard	strain	F1 score	rhimgCAMI2_sample_2	1.0
Gold standard	strain	Jaccard index	rhimgCAMI2_sample_2	1.0
Gold standard	strain	Taxon counts	rhimgCAMI2_sample_2	122.0
Gold standard	superkingdom	L1 norm error	rhimgCAMI2_sample_2	0.0
Gold standard	phylum	L1 norm error	rhimgCAMI2_sample_2	0.0
Gold standard	class	L1 norm error	rhimgCAMI2_sample_2	0.0
Gold standard	order	L1 norm error	rhimgCAMI2_sample_2	0.0
Gold standard	family	L1 norm error	rhimgCAMI2_sample_2	0.0
Gold standard	genus	L1 norm error	rhimgCAMI2_sample_2	0.0
Gold standard	species	L1 norm error	rhimgCAMI2_sample_2	0.0
Gold standard	strain	L1 norm error	rhimgCAMI2_sample_2	0.0
Gold standard	na	Weighted UniFrac error	rhimgCAMI2_sample_2	0.0
Gold standard	na	Unweighted UniFrac error	rhimgCAMI2_sample_2	0.0
Gold standard	superkingdom	Sum of abundances	rhimgCAMI2_sample_2	1.0
Gold standard	phylum	Sum of abundances	rhimgCAMI2_sample_2	0.9999900000000003
Gold standard	class	Sum of abundances	rhimgCAMI2_sample_2	0.9995999999999999
Gold standard	order	Sum of abundances	rhimgCAMI2_sample_2	0.9999799999999999
Gold standard	family	Sum of abundances	rhimgCAMI2_sample_2	0.99877
Gold standard	genus	Sum of abundances	rhimgCAMI2_sample_2	0.9197700000000003
Gold standard	species	Sum of abundances	rhimgCAMI2_sample_2	0.6136099999999999
Gold standard	strain	Sum of abundances	rhimgCAMI2_sample_2	0.9999700000000005
Gold standard	superkingdom	Bray-Curtis distance	rhimgCAMI2_sample_3	0.0
Gold standard	phylum	Bray-Curtis distance	rhimgCAMI2_sample_3	0.0
Gold standard	class	Bray-Curtis distance	rhimgCAMI2_sample_3	0.0
Gold standard	order	Bray-Curtis distance	rhimgCAMI2_sample_3	0.0
Gold standard	family	Bray-Curtis distance	rhimgCAMI2_sample_3	0.0
Gold standard	genus	Bray-Curtis distance	rhimgCAMI2_sample_3	0.0
Gold standard	species	Bray-Curtis distance	rhimgCAMI2_sample_3	0.0
Gold standard	strain	Bray-Curtis distance	rhimgCAMI2_sample_3	0.0
Gold standard	superkingdom	Shannon diversity	rhimgCAMI2_sample_3	0.05623719351306504
Gold standard	superkingdom	Shannon equitability	rhimgCAMI2_sample_3	0.051189299530996116
Gold standard	phylum	Shannon diversity	rhimgCAMI2_sample_3	0.5239792578437527
Gold standard	phylum	Shannon equitability	rhimgCAMI2_sample_3	0.2384732372141008
Gold standard	class	Shannon diversity	rhimgCAMI2_sample_3	1.4581650036737477
Gold standard	class	Shannon equitability	rhimgCAMI2_sample_3	0.5259218548994883
Gold standard	order	Shannon diversity	rhimgCAMI2_sample_3	1.7334132449852484
Gold standard	order	Shannon equitability	rhimgCAMI2_sample_3	0.4699023827010937
Gold standard	family	Shannon diversity	rhimgCAMI2_sample_3	2.1397902675315854
Gold standard	family	Shannon equitability	rhimgCAMI2_sample_3	0.5205195630496177
Gold standard	genus	Shannon diversity	rhimgCAMI2_sample_3	2.0084050574916694
Gold standard	genus	Shannon equitability	rhimgCAMI2_sample_3	0.44205915612814217
Gold standard	species	Shannon diversity	rhimgCAMI2_sample_3	1.7229197197964996
Gold standard	species	Shannon equitability	rhimgCAMI2_sample_3	0.3574313442787943
Gold standard	strain	Shannon diversity	rhimgCAMI2_sample_3	3.063866487618938
Gold standard	strain	Shannon equitability	rhimgCAMI2_sample_3	0.5804850188808918
Gold standard	superkingdom	True positives	rhimgCAMI2_sample_3	3.0
Gold standard	superkingdom	False negatives	rhimgCAMI2_sample_3	0.0
Gold standard	superkingdom	False positives	rhimgCAMI2_sample_3	0.0
Gold standard	superkingdom	Completeness	rhimgCAMI2_sample_3	1.0
Gold standard	superkingdom	Purity	rhimgCAMI2_sample_3	1.0
Gold standard	superkingdom	F1 score	rhimgCAMI2_sample_3	1.0
Gold standard	superkingdom	Jaccard index	rhimgCAMI2_sample_3	1.0
Gold standard	superkingdom	Taxon counts	rhimgCAMI2_sample_3	3.0
Gold standard	phylum	True positives	rhimgCAMI2_sample_3	9.0
Gold standard	phylum	False negatives	rhimgCAMI2_sample_3	0.0
Gold standard	phylum	False positives	rhimgCAMI2_sample_3	0.0
Gold standard	phylum	Completeness	rhimgCAMI2_sample_3	1.0
Gold standard	phylum	Purity	rhimgCAMI2_sample_3	1.0
Gold standard	phylum	F1 score	rhimgCAMI2_sample_3	1.0
Gold standard	phylum	Jaccard index	rhimgCAMI2_sample_3	1.0
Gold standard	phylum	Taxon counts	rhimgCAMI2_sample_3	9.0
Gold standard	class	True positives	rhimgCAMI2_sample_3	16.0
Gold standard	class	False negatives	rhimgCAMI2_sample_3	0.0
Gold standard	class	False positives	rhimgCAMI2_sample_3	0.0
Gold standard	class	Completeness	rhimgCAMI2_sample_3	1.0
Gold standard	class	Purity	rhimgCAMI2_sample_3	1.0
Gold standard	class	F1 score	rhimgCAMI2_sample_3	1.0
Gold standard	class	Jaccard index	rhimgCAMI2_sample_3	1.0
Gold standard	class	Taxon counts	rhimgCAMI2_sample_3	16.0
Gold standard	order	True positives	rhimgCAMI2_sample_3	40.0
Gold standard	order	False negatives	rhimgCAMI2_sample_3	0.0
Gold standard	order	False positives	rhimgCAMI2_sample_3	0.0
Gold standard	order	Completeness	rhimgCAMI2_sample_3	1.0
Gold standard	order	Purity	rhimgCAMI2_sample_3	1.0
Gold standard	order	F1 score	rhimgCAMI2_sample_3	1.0
Gold standard	order	Jaccard index	rhimgCAMI2_sample_3	1.0
Gold standard	order	Taxon counts	rhimgCAMI2_sample_3	40.0
Gold standard	family	True positives	rhimgCAMI2_sample_3	61.0
Gold standard	family	False negatives	rhimgCAMI2_sample_3	0.0
Gold standard	family	False positives	rhimgCAMI2_sample_3	0.0
Gold standard	family	Completeness	rhimgCAMI2_sample_3	1.0
Gold standard	family	Purity	rhimgCAMI2_sample_3	1.0
Gold standard	family	F1 score	rhimgCAMI2_sample_3	1.0
Gold standard	family	Jaccard index	rhimgCAMI2_sample_3	1.0
Gold standard	family	Taxon counts	rhimgCAMI2_sample_3	61.0
Gold standard	genus	True positives	rhimgCAMI2_sample_3	94.0
Gold standard	genus	False negatives	rhimgCAMI2_sample_3	0.0
Gold standard	genus	False positives	rhimgCAMI2_sample_3	0.0
Gold standard	genus	Completeness	rhimgCAMI2_sample_3	1.0
Gold standard	genus	Purity	rhimgCAMI2_sample_3	1.0
Gold standard	genus	F1 score	rhimgCAMI2_sample_3	1.0
Gold standard	genus	Jaccard index	rhimgCAMI2_sample_3	1.0
Gold standard	genus	Taxon counts	rhimgCAMI2_sample_3	94.0
Gold standard	species	True positives	rhimgCAMI2_sample_3	124.0
Gold standard	species	False negatives	rhimgCAMI2_sample_3	0.0
Gold standard	species	False positives	rhimgCAMI2_sample_3	0.0
Gold standard	species	Completeness	rhimgCAMI2_sample_3	1.0
