GCA_000221185.1_crisprs_GCA_000221185.1_CRISPR_3	NODE_3508_length_31672_cov_8.622766	NODE_18271_length_5916_cov_6.448193	NODE_3473_length_31672_cov_8.622924
GCA_000221185.1_crisprs_GCA_000221185.1_CRISPR_1	NODE_7890_length_12936_cov_6.792674	NODE_5732_length_19409_cov_8.749871	NODE_5791_length_19409_cov_8.758345
GCA_000221185.1_crisprs_GCA_000221185.1_CRISPR_2	NODE_7890_length_12936_cov_6.792674	NODE_5732_length_19409_cov_8.749871	NODE_29996_length_3905_cov_5.991902	NODE_5791_length_19409_cov_8.758345
GCA_000221185.1_crisprs_GCA_000221185.1_CRISPR_5	NODE_10383_length_10684_cov_7.319033	NODE_10168_length_10213_cov_5.238654	NODE_10348_length_10684_cov_7.357136
GCA_000221185.1_crisprs_GCA_000221185.1_CRISPR_4	NODE_14520_length_7773_cov_7.849313	NODE_24221_length_4644_cov_6.093935	NODE_14476_length_7773_cov_7.841151
GCA_000214665.1_crisprs_GCA_000214665.1_CRISPR_4	NODE_818_length_82466_cov_22.261200	NODE_46_length_407606_cov_30.453659	NODE_51_length_407606_cov_30.453678
GCA_000214665.1_crisprs_GCA_000214665.1_CRISPR_1	NODE_439_length_128150_cov_23.220171	NODE_567_length_128106_cov_31.543143	NODE_549_length_128106_cov_31.538473
GCA_000214665.1_crisprs_GCA_000214665.1_CRISPR_2	NODE_2713_length_39265_cov_31.002984	NODE_2239_length_39348_cov_22.703980	NODE_2741_length_39265_cov_30.999286
GCA_000214665.1_crisprs_GCA_000214665.1_CRISPR_3	NODE_222923_length_977_cov_31.584599	NODE_223006_length_977_cov_31.701735	NODE_189816_length_1021_cov_22.934322
GCA_000012985.1_crisprs_GCA_000012985.1_CRISPR_1	NODE_5403_length_20510_cov_9.006502	NODE_45211_length_2839_cov_5.828385	NODE_5469_length_20510_cov_9.002102
GCA_000012985.1_crisprs_GCA_000012985.1_CRISPR_2	NODE_8126_length_13701_cov_9.288070	NODE_8086_length_13701_cov_9.273853	NODE_4820_length_20325_cov_6.705354
GCA_000591035.1_crisprs_GCA_000591035.1_CRISPR_3	NODE_4781_length_20464_cov_8.365919	NODE_5726_length_17339_cov_8.210231	NODE_1303_length_71834_cov_11.419886	NODE_1309_length_71834_cov_11.427200
GCA_000591035.1_crisprs_GCA_000591035.1_CRISPR_1	NODE_1326_length_60066_cov_8.337429	NODE_6018_length_18615_cov_11.342834	NODE_5964_length_18615_cov_11.349461
GCA_000591035.1_crisprs_GCA_000591035.1_CRISPR_2	NODE_10227_length_10799_cov_10.847171	NODE_10270_length_10799_cov_10.845774	NODE_9567_length_10814_cov_7.782248
GCA_000591035.1_crisprs_GCA_000591035.1_CRISPR_4	NODE_4694_length_20760_cov_8.403810	NODE_10831_length_10262_cov_11.253649	NODE_10782_length_10262_cov_11.262957
GCA_000307105.1_crisprs_GCA_000307105.1_CRISPR_2	NODE_53_length_405883_cov_42.263599	NODE_36_length_449204_cov_31.124194	NODE_47_length_405895_cov_42.275037
GCA_000307105.1_crisprs_GCA_000307105.1_CRISPR_3	NODE_343_length_169618_cov_41.297600	NODE_270_length_170971_cov_30.159315	NODE_345_length_169618_cov_41.325849
GCA_000307105.1_crisprs_GCA_000307105.1_CRISPR_1	NODE_342_length_147600_cov_31.700867	NODE_427_length_150851_cov_43.029026	NODE_431_length_150851_cov_43.026599
GCA_000014865.1_crisprs_GCA_000014865.1_CRISPR_1	NODE_747_length_106950_cov_15.200019	NODE_1529_length_53723_cov_11.100250	NODE_735_length_106950_cov_15.202329
GCA_000192865.1_crisprs_GCA_000192865.1_CRISPR_1	NODE_530_length_132332_cov_21.146102	NODE_1038_length_71752_cov_15.444395	NODE_520_length_132475_cov_21.163555
GCA_000192865.1_crisprs_GCA_000192865.1_CRISPR_2	NODE_530_length_132332_cov_21.146102	NODE_1038_length_71752_cov_15.444395	NODE_520_length_132475_cov_21.163555
GCA_000192865.1_crisprs_GCA_000192865.1_CRISPR_3	NODE_573_length_124560_cov_21.160724	NODE_2712_length_39670_cov_20.984577	NODE_589_length_124560_cov_21.160347	NODE_2914_length_31660_cov_15.369249	NODE_2684_length_39670_cov_20.987429
GCA_000192865.1_crisprs_GCA_000192865.1_CRISPR_4	NODE_2200_length_39827_cov_14.920679	NODE_1148_length_78851_cov_21.729631	NODE_1150_length_78851_cov_21.717549
GCA_000011185.1_crisprs_GCA_000011185.1_CRISPR_1	NODE_34812_length_3791_cov_7.311831	NODE_34834_length_3791_cov_7.310493	NODE_10163_length_10215_cov_4.907871
GCA_000011185.1_crisprs_GCA_000011185.1_CRISPR_2	NODE_156033_length_1247_cov_6.074664	NODE_137326_length_1269_cov_4.312919	NODE_155955_length_1247_cov_6.074664
GCA_000211475.1_crisprs_GCA_000211475.1_CRISPR_2	NODE_98_length_267272_cov_21.015494	NODE_80_length_321201_cov_28.594175	NODE_215_length_215962_cov_28.266953
GCA_000211475.1_crisprs_GCA_000211475.1_CRISPR_1	NODE_204_length_220902_cov_28.739720	NODE_190_length_220902_cov_28.740825	NODE_12_length_839617_cov_21.275398
