	Accuracy (bp)	Accuracy (bp) (unfiltered)	Accuracy (seq)	Accuracy (seq) (unfiltered)	Adjusted Rand index (bp)	Adjusted Rand index (bp) (unfiltered)	Adjusted Rand index (seq)	Adjusted Rand index (seq) (unfiltered)	Average completeness (bp)	Average completeness (bp) (unfiltered)	Average completeness (seq)	Average completeness (seq) (unfiltered)	Average purity (bp)	Average purity (bp) (unfiltered)	Average purity (seq)	Average purity (seq) (unfiltered)	CAMI 1 F1 score (bp)	CAMI 1 F1 score (bp) (unfiltered)	CAMI 1 F1 score (seq)	CAMI 1 F1 score (seq) (unfiltered)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (bp) (unfiltered)	CAMI 1 average completeness (seq)	CAMI 1 average completeness (seq) (unfiltered)	CAMI 1 std error of av. completeness (bp)	CAMI 1 std error of av. completeness (bp) (unfiltered)	CAMI 1 std error of av. completeness (seq)	CAMI 1 std error of av. completeness (seq) (unfiltered)	Completeness (bp)	Completeness (bp) (unfiltered)	Completeness (seq)	Completeness (seq) (unfiltered)	F1 score (bp)	F1 score (bp) (unfiltered)	F1 score (seq)	F1 score (seq) (unfiltered)	F1 score for sample (bp)	F1 score for sample (bp) (unfiltered)	F1 score for sample (seq)	F1 score for sample (seq) (unfiltered)	Misclassification rate (bp)	Misclassification rate (bp) (unfiltered)	Misclassification rate (seq)	Misclassification rate (seq) (unfiltered)	Percentage of binned bp	Percentage of binned bp (unfiltered)	Percentage of binned sequences	Percentage of binned sequences (unfiltered)	Purity (bp)	Purity (bp) (unfiltered)	Purity (seq)	Purity (seq) (unfiltered)	Rand index (bp)	Rand index (bp) (unfiltered)	Rand index (seq)	Rand index (seq) (unfiltered)	Sample	Std error of av. completeness (bp)	Std error of av. completeness (bp) (unfiltered)	Std error of av. completeness (seq)	Std error of av. completeness (seq) (unfiltered)	Std error of av. purity (bp)	Std error of av. purity (bp) (unfiltered)	Std error of av. purity (seq)	Std error of av. purity (seq) (unfiltered)	Tool	UniFrac (bp)	UniFrac (bp) (unfiltered)	UniFrac (seq)	UniFrac (seq) (unfiltered)	avg_precision_bp_var	avg_precision_bp_var (unfiltered)	avg_recall_bp_var	avg_recall_bp_var (unfiltered)	avg_recall_bp_var_cami1	avg_recall_bp_var_cami1 (unfiltered)	binning type	rank
723	0.914379682822484	0.9217458182852614	0.914379682822484	0.9217458182852614	0.999542547007466	0.9991693913717968	0.9995425469715041	0.9991693913048414	0.03191907912058331	0.6109076280994727	0.03191907912058331	0.6109076280994727	0.9998672575118508	0.06676603547079189	0.9998672575118508	0.06676603547079189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.914379682822484	0.9217458182852614	0.914379682822484	0.9217458182852614	0.06186327724936879	0.12037617089080707	0.06186327724936879	0.12037617089080707	0.9552102674712171	0.9590345618302848	0.9552102674712171	0.9590345618302848	0.0001422207119202712	0.0005325049633112533	0.0001422207119202712	0.0005325049633112533	0.9145097450494829	0.9222369140193256	0.9145097450494829	0.9222369140193256	0.9998577792880796	0.9994674950366887	0.9998577792880796	0.9994674950366887	0.999771353600184	0.9995846973134012	0.9997713535815236	0.9995846972797906	strmgCAMI2_short_read_sample_25	0.02237949545295743	0.218739264254989	0.02237949545295743	0.218739264254989	6.913977128475413e-05	0.032402578608588015	6.913977128475413e-05	0.032402578608588015	Kraken 0.10.5-beta	1.0011194772371803	0.9712897052547712	1.0011194772371803	0.9712897052547712	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	class
724	0.9127686694145788	0.9201254127465792	0.9127686694145788	0.9201254127465792	0.99955986083642	0.9985746019656282	0.9995598607954144	0.9985746018297644	0.020932313592733308	0.6676274763778386	0.020932313592733308	0.6676274763778386	0.9993672625706852	0.036585361059427814	0.9993672625706852	0.036585361059427814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9127686694145788	0.9201254127465792	0.9127686694145788	0.9201254127465792	0.04100573875194962	0.06936934681669654	0.04100573875194962	0.06936934681669654	0.9543059970747204	0.957959519552788	0.9543059970747204	0.957959519552788	0.0001959601107186515	0.0009615958036014447	0.0001959601107186515	0.0009615958036014447	0.9129475707216176	0.9210110531103206	0.9129475707216176	0.9210110531103206	0.9998040398892812	0.9990384041963986	0.9998040398892812	0.9990384041963986	0.9997808672394196	0.9992919733641108	0.9997808672215048	0.999291973306734	strmgCAMI2_short_read_sample_25	0.011996576594121141	0.18740482189285387	0.011996576594121141	0.18740482189285387	0.0005269335741633068	0.016070252525657962	0.0005269335741633068	0.016070252525657962	Kraken 0.10.5-beta	1.0011194772371803	0.9712897052547712	1.0011194772371803	0.9712897052547712	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	order
725	0.906395130061782	0.9128239071552314	0.906395130061782	0.9128239071552314	0.9998179922585636	0.9974982414014264	0.9998179922391592	0.9974982411287304	0.01276907326923604	0.7084097297968768	0.01276907326923604	0.7084097297968768	0.9995983823265748	0.026385703152872367	0.9995983823265748	0.026385703152872367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.906395130061782	0.9128239071552314	0.906395130061782	0.9128239071552314	0.02521603181371701	0.050876442620201225	0.02521603181371701	0.050876442620201225	0.950845690313042	0.9531522592959544	0.950845690313042	0.9531522592959544	0.00011911052536695	0.0027912870800798073	0.00011911052536695	0.0027912870800798073	0.9065031041227608	0.915378992710962	0.9065031041227608	0.915378992710962	0.9998808894746329	0.9972087129199202	0.9998808894746329	0.9972087129199202	0.9999104986385036	0.9987751079002032	0.9999104986311348	0.9987751078003284	strmgCAMI2_short_read_sample_25	0.006352489401259021	0.11808275797960027	0.006352489401259021	0.11808275797960027	0.00024834172585093005	0.00900712565652121	0.00024834172585093005	0.00900712565652121	Kraken 0.10.5-beta	1.0011194772371803	0.9712897052547712	1.0011194772371803	0.9712897052547712	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	family
726	0.6635952427623402	0.6640237150116303	0.6635952427623402	0.6640237150116303	0.9938803589978435	0.9901642819918556	0.9938803574941696	0.9901642795453044	0.006827683789066909	0.5437076608004617	0.006827683789066909	0.5437076608004617	0.8154016372242502	0.012251280471186357	0.8154016372242502	0.012251280471186357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6635952427623402	0.6640237150116303	0.6635952427623402	0.6640237150116303	0.013541975207581923	0.0239626150505399	0.013541975207581923	0.0239626150505399	0.7940372423104686	0.7921322952692813	0.7940372423104686	0.7921322952692813	0.01169252315389646	0.018511336264342426	0.01169252315389646	0.018511336264342426	0.6714461423281061	0.6765475135334528	0.6714461423281061	0.6765475135334528	0.9883074768461036	0.9814886637356576	0.9883074768461036	0.9814886637356576	0.9971740081539644	0.9954831640428112	0.9971740077603504	0.9954831634184342	strmgCAMI2_short_read_sample_25	0.0025851405783707364	0.0961038602840319	0.0025851405783707364	0.0961038602840319	0.09946365573772883	0.003751079089733028	0.09946365573772883	0.003751079089733028	Kraken 0.10.5-beta	1.0011194772371803	0.9712897052547712	1.0011194772371803	0.9712897052547712	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	genus
727	0.5110976419123193	0.5111745560744074	0.5110976419123193	0.5111745560744074	0.9648823699653062	0.9594145723512184	0.9648823589500704	0.959414559431182	0.002805300610001443	0.3754026209709709	0.002805300610001443	0.3754026209709709	0.1078783565101768	0.004871762378664634	0.1078783565101768	0.004871762378664634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5110976419123193	0.5111745560744074	0.5110976419123193	0.5111745560744074	0.00546839934996656	0.0096186987384683	0.00546839934996656	0.0096186987384683	0.6630937065043419	0.6608697059543513	0.6630937065043419	0.6608697059543513	0.056240208438334105	0.06545221449626859	0.056240208438334105	0.06545221449626859	0.5415547965511348	0.5469753007855866	0.5415547965511348	0.5469753007855866	0.943759791561666	0.9345477855037314	0.943759791561666	0.9345477855037314	0.9838808532744708	0.9815046126555086	0.9838808504704564	0.9815046094700184	strmgCAMI2_short_read_sample_25	0.001006958533325474	0.0865199159878887	0.001006958533325474	0.0865199159878887	0.03599881298240648	0.0014298663997182972	0.03599881298240648	0.0014298663997182972	Kraken 0.10.5-beta	1.0011194772371803	0.9712897052547712	1.0011194772371803	0.9712897052547712	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	species
728	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_sample_26									Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	superkingdom
729	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_sample_26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	phylum
730	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_sample_26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	class
731	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0000000000000002	1.0000000000000002	1.0	1.0	strmgCAMI2_short_read_sample_26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	order
732	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_sample_26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	family
733	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0000000000000002	1.0000000000000002	1.0	1.0	strmgCAMI2_short_read_sample_26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	genus
734	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_sample_26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	species
735	0.9578052761853548	0.9578052761853548	0.9578052761853548	0.9578052761853548	0.0	0.0	0.0	0.0	0.9578052761853548	0.9578052761853548	0.9578052761853548	0.9578052761853548	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9578052761853548	0.9578052761853548	0.9578052761853548	0.9578052761853548	0.9784479466227312	0.9784479466227312	0.9784479466227312	0.9784479466227312	0.9784479466227312	0.9784479466227312	0.9784479466227312	0.9784479466227312	0.0	0.0	0.0	0.0	0.9578052761853548	0.9578052761853548	0.9578052761853548	0.9578052761853548	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_sample_26									Ganon 0.1.4	1.035495034028682	1.0256836135637044	1.035495034028682	1.0256836135637044	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	superkingdom
736	0.9123279472919522	0.912764405565324	0.9123279472919522	0.912764405565324	0.9998542879313124	0.9998377580766648	0.99985428791789	0.9998377580617	0.26357922553031193	0.8054581725982632	0.26357922553031193	0.8054581725982632	0.999957471912868	0.4428090340150687	0.999957471912868	0.4428090340150687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9123279472919522	0.912764405565324	0.9123279472919522	0.912764405565324	0.4171909158529126	0.5714548190614465	0.4171909158529126	0.5714548190614465	0.9541345575141744	0.9543689258597878	0.9541345575141744	0.9543689258597878	4.3324351629681075e-05	5.268834023497426e-05	4.3324351629681075e-05	5.268834023497426e-05	0.9123674750212556	0.912812500140902	0.9123674750212556	0.912812500140902	0.9999566756483704	0.9999473116597649	0.9999566756483704	0.9999473116597649	0.9999273993683424	0.9999191722069776	0.9999273993624024	0.999919172200368	strmgCAMI2_short_read_sample_26	0.13854916593139485	0.10573981789124813	0.13854916593139485	0.10573981789124813	7.335851631817822e-06	0.17504193755637454	7.335851631817822e-06	0.17504193755637454	Ganon 0.1.4	1.035495034028682	1.0256836135637044	1.035495034028682	1.0256836135637044	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	phylum
737	0.8726927566713564	0.8731956455772454	0.8726927566713564	0.8731956455772454	0.9998816442712484	0.9998112258565128	0.9998816442597734	0.9998112258381804	0.12724686327632048	0.6386478660978211	0.12724686327632048	0.6386478660978211	0.99996564695683	0.27091304797364274	0.99996564695683	0.27091304797364274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8726927566713564	0.8731956455772454	0.8726927566713564	0.8731956455772454	0.2257648682997929	0.3804429968564581	0.2257648682997929	0.3804429968564581	0.93200366765581	0.932272730664352	0.93200366765581	0.932272730664352	3.564836453229248e-05	7.624391167404543e-05	3.564836453229248e-05	7.624391167404543e-05	0.8727238678499335	0.8732622265053114	0.8727238678499335	0.8732622265053114	0.9999643516354676	0.999923756088326	0.9999643516354676	0.999923756088326	0.9999410539912872	0.9999059960816652	0.9999410539862456	0.9999059960736296	strmgCAMI2_short_read_sample_26	0.07155826689642633	0.16487521369694008	0.07155826689642633	0.16487521369694008	3.92400663085502e-06	0.10608674596204888	3.92400663085502e-06	0.10608674596204888	Ganon 0.1.4	1.035495034028682	1.0256836135637044	1.035495034028682	1.0256836135637044	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	class
738	0.8611577236055842	0.8616558030539154	0.8611577236055842	0.8616558030539154	0.999906569192436	0.9997537584704036	0.9999065691797678	0.9997537584369718	0.092802438660763	0.6747860843107087	0.092802438660763	0.6747860843107087	0.999944278925324	0.17326194552821647	0.999944278925324	0.17326194552821647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8611577236055842	0.8616558030539154	0.8611577236055842	0.8616558030539154	0.1698422262281244	0.2757267175191641	0.1698422262281244	0.2757267175191641	0.9253828607614828	0.925632404163886	0.9253828607614828	0.925632404163886	4.0139672097261325e-05	0.00012871013953363877	4.0139672097261325e-05	0.00012871013953363877	0.8611922915817809	0.8617667211688425	0.8611922915817809	0.8617667211688425	0.9999598603279028	0.9998712898604664	0.9999598603279028	0.9998712898604664	0.9999555464960348	0.9998828930521296	0.9999555464921815	0.999882893041986	strmgCAMI2_short_read_sample_26	0.04541987685508312	0.13955974372537638	0.04541987685508312	0.13955974372537638	2.530896071116553e-05	0.06522274561093393	2.530896071116553e-05	0.06522274561093393	Ganon 0.1.4	1.035495034028682	1.0256836135637044	1.035495034028682	1.0256836135637044	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	order
739	0.8348805800237613	0.8394545272597173	0.8348805800237613	0.8394545272597173	0.9999171614013566	0.9994987176488832	0.9999171613898344	0.9994987175780571	0.05563752763717534	0.7857149283648899	0.05563752763717534	0.7857149283648899	0.9997893106717368	0.12282961754788095	0.9997893106717368	0.12282961754788095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8348805800237613	0.8394545272597173	0.8348805800237613	0.8394545272597173	0.10540911673798116	0.2124476220497524	0.10540911673798116	0.2124476220497524	0.9099901357345236	0.912014810972172	0.9099901357345236	0.912014810972172	4.9925535253070315e-05	0.0016942121546613675	4.9925535253070315e-05	0.0016942121546613675	0.8349222639646845	0.8408791549446258	0.8349222639646845	0.8408791549446258	0.9999500744647468	0.9983057878453386	0.9999500744647468	0.9983057878453386	0.9999605283871776	0.9997623521290082	0.999960528383644	0.9997623521078852	strmgCAMI2_short_read_sample_26	0.02484049152242484	0.05021292575267814	0.02484049152242484	0.05021292575267814	0.00010207998390136024	0.039465415619569295	0.00010207998390136024	0.039465415619569295	Ganon 0.1.4	1.035495034028682	1.0256836135637044	1.035495034028682	1.0256836135637044	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	family
740	0.635998828283699	0.6385911308738466	0.635998828283699	0.6385911308738466	0.9990410132508504	0.9978539368413464	0.9990410130313321	0.9978539363435897	0.03315004962025828	0.5920286936901004	0.03315004962025828	0.5920286936901004	0.9973767619823328	0.07164685981568426	0.9973767619823328	0.07164685981568426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.635998828283699	0.6385911308738466	0.635998828283699	0.6385911308738466	0.06416735358566722	0.12782449677290272	0.06416735358566722	0.12782449677290272	0.7772353996353871	0.7782948680434066	0.7772353996353871	0.7782948680434066	0.0008922537180372502	0.003758751555562268	0.0008922537180372502	0.003758751555562268	0.6365668073843669	0.641000492472042	0.6365668073843669	0.641000492472042	0.9991077462819627	0.9962412484444376	0.9991077462819627	0.9962412484444376	0.9995623025333152	0.9990263880487248	0.9995623024787992	0.9990263879282992	strmgCAMI2_short_read_sample_26	0.012400222228303788	0.08317199705324964	0.012400222228303788	0.08317199705324964	0.0015936816766690602	0.02058845768645081	0.0015936816766690602	0.02058845768645081	Ganon 0.1.4	1.035495034028682	1.0256836135637044	1.035495034028682	1.0256836135637044	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	genus
741	0.4141836942888145	0.4144901603698988	0.4141836942888145	0.4144901603698988	0.9928462635537898	0.9866554854117104	0.9928462614708776	0.9866554814635691	0.004319626569557347	0.2908653794238433	0.004319626569557347	0.2908653794238433	0.7688412445821547	0.018206882139548998	0.7688412445821547	0.018206882139548998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4141836942888145	0.4144901603698988	0.4141836942888145	0.4144901603698988	0.008590985891258162	0.034268695966809884	0.008590985891258162	0.034268695966809884	0.5844371426781174	0.5832313047454477	0.5844371426781174	0.5832313047454477	0.007649363278461995	0.016298657154160012	0.007649363278461995	0.016298657154160012	0.4173763576724927	0.42135772547670025	0.4173763576724927	0.42135772547670025	0.992350636721538	0.98370134284584	0.992350636721538	0.98370134284584	0.9965458502604756	0.9935879603098584	0.9965458495691024	0.993587959038569	strmgCAMI2_short_read_sample_26	0.001634117693059065	0.06021619984970791	0.001634117693059065	0.06021619984970791	0.12416532679419015	0.004345587060844309	0.12416532679419015	0.004345587060844309	Ganon 0.1.4	1.035495034028682	1.0256836135637044	1.035495034028682	1.0256836135637044	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	species
742	0.9399881897757846	0.9399881897757846	0.9399881897757846	0.9399881897757846	0.0	0.0	0.0	0.0	0.2349970474439461	0.9399881897757846	0.2349970474439461	0.9399881897757846	1.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9399881897757846	0.9399881897757846	0.9399881897757846	0.9399881897757846	0.3805629299767409	0.3949569406873255	0.3805629299767409	0.3949569406873255	0.9690658888850496	0.9688940331770178	0.9690658888850496	0.9688940331770178	0.0	0.00036593623535130515	0.0	0.00036593623535130515	0.9399881897757846	0.9403322914344914	0.9399881897757846	0.9403322914344914	1.0	0.9996340637646488	1.0	0.9996340637646488	1.0	0.999268321345357	1.0	0.9992683212872736	strmgCAMI2_short_read_sample_26	0.2349970474439461		0.2349970474439461			0.25		0.25	Kraken	0.9160385824206992	0.9102567393171416	0.9160385824206992	0.9102567393171416	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	superkingdom
743	0.9372023866331948	0.9377141429764559	0.9372023866331948	0.9377141429764559	0.9987355747938892	0.9983762911697388	0.9987355746874784	0.9983762910327716	0.057668820329668184	0.7969029446824623	0.057668820329668184	0.7969029446824623	0.998629773305559	0.1017737365653716	0.998629773305559	0.1017737365653716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9372023866331948	0.9377141429764559	0.9372023866331948	0.9377141429764559	0.10904076048122263	0.18049603834755626	0.10904076048122263	0.18049603834755626	0.9673407500892572	0.9674309656207348	0.9673407500892572	0.9674309656207348	0.0005181150325967998	0.0009070748313917408	0.0005181150325967998	0.0009070748313917408	0.9376882169943084	0.9385654921119636	0.9376882169943084	0.9385654921119636	0.9994818849674032	0.9990929251686084	0.9994818849674032	0.9990929251686084	0.9993682753798814	0.9991888482405336	0.9993682753295916	0.9991888481760202	strmgCAMI2_short_read_sample_26	0.03629819382050434	0.18952892717168804	0.03629819382050434	0.18952892717168804	0.0009019951326803783	0.048868589835246334	0.0009019951326803783	0.048868589835246334	Kraken	0.9160385824206992	0.9102567393171416	0.9160385824206992	0.9102567393171416	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	phylum
744	0.935708073140427	0.9363087293007334	0.935708073140427	0.9363087293007334	0.9993343311986664	0.9985943963309594	0.9993343311426388	0.9985943962121804	0.028755877179249226	0.6505610893987659	0.028755877179249226	0.6505610893987659	0.9997456487255052	0.0580789732551048	0.9997456487255052	0.0580789732551048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.935708073140427	0.9363087293007334	0.935708073140427	0.9363087293007334	0.05590378304971373	0.10663783238701256	0.05590378304971373	0.10663783238701256	0.9666605970125268	0.9665133753693348	0.9666605970125268	0.9665133753693348	0.0002690501950032287	0.001268257045932586	0.0002690501950032287	0.001268257045932586	0.9359598933322432	0.9374977173863543	0.9359598933322432	0.9374977173863543	0.9997309498049968	0.9987317429540674	0.9997309498049968	0.9987317429540674	0.99966740672913	0.999297819545074	0.999667406702604	0.999297819489164	strmgCAMI2_short_read_sample_26	0.018322733432618726	0.2070973332285917	0.018322733432618726	0.2070973332285917	4.126194460157376e-05	0.025817511824214226	4.126194460157376e-05	0.025817511824214226	Kraken	0.9160385824206992	0.9102567393171416	0.9160385824206992	0.9102567393171416	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	class
745	0.933861617177098	0.9344600940519484	0.933861617177098	0.9344600940519484	0.9993455809886609	0.9981300991415134	0.9993455809130272	0.998130098924584	0.018893623365216102	0.7032882870926006	0.018893623365216102	0.7032882870926006	0.999304387243444	0.033286228821106094	0.999304387243444	0.033286228821106094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.933861617177098	0.9344600940519484	0.933861617177098	0.9344600940519484	0.0370860687667211	0.06356400973859007	0.0370860687667211	0.06356400973859007	0.9656363841009526	0.9652753029136644	0.9656363841009526	0.9652753029136644	0.0003504041673962899	0.0018078283519117333	0.0003504041673962899	0.0018078283519117333	0.9341889608821268	0.9361524970778788	0.9341889608821268	0.9361524970778788	0.9996495958326036	0.9981921716480884	0.9996495958326036	0.9981921716480884	0.9996836847984032	0.999097153596794	0.9996836847731279	0.9990971535248028	strmgCAMI2_short_read_sample_26	0.010152615178194824	0.17728877992215755	0.010152615178194824	0.17728877992215755	0.0005423690297279253	0.01358891194339905	0.0005423690297279253	0.01358891194339905	Kraken	0.9160385824206992	0.9102567393171416	0.9160385824206992	0.9102567393171416	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	order
746	0.9240383913610408	0.9277426942121773	0.9240383913610408	0.9277426942121773	0.9998245656988508	0.9972735941046807	0.9998245656775644	0.9972735937689003	0.011174253880024123	0.7538557063752863	0.011174253880024123	0.7538557063752863	0.9991978149608968	0.022417762110716444	0.9991978149608968	0.022417762110716444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9240383913610408	0.9277426942121773	0.9240383913610408	0.9277426942121773	0.02210134346557508	0.04354073294373322	0.02210134346557508	0.04354073294373322	0.960460357534216	0.9608102653454978	0.960460357534216	0.9608102653454978	0.00012863827511377934	0.003677780677733056	0.00012863827511377934	0.003677780677733056	0.9241572733586196	0.9311673234019212	0.9241572733586196	0.9311673234019212	0.9998713617248862	0.9963222193222668	0.9998713617248862	0.9963222193222668	0.9999157948025575	0.9986974048218482	0.9999157947957475	0.9986974047172952	strmgCAMI2_short_read_sample_26	0.005330997298739131	0.1095070767187265	0.005330997298739131	0.1095070767187265	0.0004269836797789871	0.007627972481421916	0.0004269836797789871	0.007627972481421916	Kraken	0.9160385824206992	0.9102567393171416	0.9160385824206992	0.9102567393171416	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	family
