	0
('10394.H1.70etoh.amb.fresh.II', '10394.H1.FTA.4C.1week.II')	0.38441441310291746
('10394.H1.70etoh.amb.fresh.II', '10394.H1.None.4C.1week.II')	0.4321693008244187
('10394.H1.70etoh.amb.fresh.II', '10394.H1.FTA.heat.1week.II')	0.38813415439124505
('10394.H1.70etoh.amb.fresh.II', '10394.H1.Omni.4C.1week.II')	0.40137355215968396
('10394.H1.70etoh.amb.fresh.II', '10394.H1.None.freezethaw.1week.II')	0.4112183225277104
('10394.H1.70etoh.amb.fresh.II', '10394.H1.Omni.amb.1week.II')	0.40490858108604877
('10394.H1.70etoh.amb.fresh.II', '10394.H1.Omni.heat.1week.II')	0.4053260554041406
('10394.H1.70etoh.amb.fresh.II', '10394.H1.RNA.freezethaw.1week.II')	0.3516995331675893
('10394.H1.70etoh.amb.fresh.II', '10394.H1.Omni.freezethaw.1week.II')	0.3926740950203905
('10394.H1.70etoh.amb.1week.II', '10394.H1.95etoh.amb.1week.II')	0.14135235121120518
('10394.H1.70etoh.amb.1week.II', '10394.H1.70etoh.heat.1week.II')	0.049363463853894445
('10394.H1.70etoh.amb.1week.II', '10394.H1.95etoh.4C.1week.II')	0.12796270806948115
('10394.H1.70etoh.amb.1week.II', '10394.H1.70etoh.4C.1week.II')	0.07201434860874778
('10394.H1.70etoh.amb.1week.II', '10394.H1.95etoh.amb.fresh.II')	0.13968276360260037
('10394.H1.70etoh.amb.1week.II', '10394.H1.95etoh.heat.1week.II')	0.15380856620061922
('10394.H1.70etoh.amb.1week.II', '10394.H1.FTA.amb.fresh.II')	0.1213718554237754
('10394.H1.70etoh.amb.1week.II', '10394.H1.None.20C.1week.II')	0.1285763468265705
('10394.H1.70etoh.amb.1week.II', '10394.H1.None.amb.1week.II')	0.11666690648429422
('10394.H1.70etoh.amb.1week.II', '10394.H1.Omni.amb.fresh.II')	0.13288587681043443
('10394.H1.70etoh.amb.1week.II', '10394.H1.None.heat.1week.II')	0.16476632017203685
('10394.H1.70etoh.amb.1week.II', '10394.H1.None.amb.fresh.II')	0.13526228086949008
('10394.H1.70etoh.amb.1week.II', '10394.H1.RNA.4C.1week.II')	0.10786675682324158
('10394.H1.70etoh.amb.1week.II', '10394.H1.RNA.amb.1week.II')	0.10363820516089388
('10394.H1.70etoh.amb.1week.II', '10394.H1.RNA.amb.fresh.II')	0.12922805114305463
('10394.H1.70etoh.amb.1week.II', '10394.H1.rep1.amb.fresh.II')	0.14347181574981527
('10394.H1.70etoh.amb.1week.II', '10394.H1.rep3.amb.fresh.II')	0.13729855359286622
('10394.H1.70etoh.amb.1week.II', '10394.H1.rep2.amb.fresh.II')	0.14095762112149068
('10394.H1.70etoh.amb.1week.II', '10394.H1.rep4.amb.fresh.II')	0.1486312463458698
('10394.H1.70etoh.amb.1week.II', '10394.H1.RNA.heat.1week.II')	0.08974180555743846
('10394.H1.70etoh.amb.1week.II', '10394.H1.rep5.amb.fresh.II')	0.11990795816084093
('10394.H1.70etoh.amb.1week.II', '10394.H1.70etoh.freezethaw.1week.II')	0.4008512929677621
('10394.H1.70etoh.amb.1week.II', '10394.H1.95etoh.freezethaw.1week.II')	0.3889653432675802
('10394.H1.70etoh.amb.1week.II', '10394.H1.FTA.amb.1week.II')	0.37725721112925853
('10394.H1.70etoh.amb.1week.II', '10394.H1.FTA.4C.1week.II')	0.3813021823702766
('10394.H1.70etoh.amb.1week.II', '10394.H1.None.4C.1week.II')	0.4303947274286722
('10394.H1.70etoh.amb.1week.II', '10394.H1.FTA.heat.1week.II')	0.38553261666922634
('10394.H1.70etoh.amb.1week.II', '10394.H1.Omni.4C.1week.II')	0.3991224140185479
('10394.H1.70etoh.amb.1week.II', '10394.H1.None.freezethaw.1week.II')	0.40708013144201044
('10394.H1.70etoh.amb.1week.II', '10394.H1.Omni.amb.1week.II')	0.4023027005215447
('10394.H1.70etoh.amb.1week.II', '10394.H1.Omni.heat.1week.II')	0.40305435875030154
('10394.H1.70etoh.amb.1week.II', '10394.H1.RNA.freezethaw.1week.II')	0.3441897390050059
('10394.H1.70etoh.amb.1week.II', '10394.H1.Omni.freezethaw.1week.II')	0.38913730713731903
('10394.H1.95etoh.amb.1week.II', '10394.H1.70etoh.heat.1week.II')	0.12238285185388635
('10394.H1.95etoh.amb.1week.II', '10394.H1.95etoh.4C.1week.II')	0.038102143113917776
('10394.H1.95etoh.amb.1week.II', '10394.H1.70etoh.4C.1week.II')	0.09684783778441289
('10394.H1.95etoh.amb.1week.II', '10394.H1.95etoh.amb.fresh.II')	0.023276784135285646
('10394.H1.95etoh.amb.1week.II', '10394.H1.95etoh.heat.1week.II')	0.05720684149426011
('10394.H1.95etoh.amb.1week.II', '10394.H1.FTA.amb.fresh.II')	0.0352288764408361
('10394.H1.95etoh.amb.1week.II', '10394.H1.None.20C.1week.II')	0.0627818277961092
('10394.H1.95etoh.amb.1week.II', '10394.H1.None.amb.1week.II')	0.0686678429876528
('10394.H1.95etoh.amb.1week.II', '10394.H1.Omni.amb.fresh.II')	0.03878327982909582
('10394.H1.95etoh.amb.1week.II', '10394.H1.None.heat.1week.II')	0.09491491784810974
('10394.H1.95etoh.amb.1week.II', '10394.H1.None.amb.fresh.II')	0.05204481096078826
('10394.H1.95etoh.amb.1week.II', '10394.H1.RNA.4C.1week.II')	0.06624133176903654
('10394.H1.95etoh.amb.1week.II', '10394.H1.RNA.amb.1week.II')	0.059645893486941076
('10394.H1.95etoh.amb.1week.II', '10394.H1.RNA.amb.fresh.II')	0.036755443143463046
('10394.H1.95etoh.amb.1week.II', '10394.H1.rep1.amb.fresh.II')	0.06386481555124483
('10394.H1.95etoh.amb.1week.II', '10394.H1.rep3.amb.fresh.II')	0.06086535354873284
('10394.H1.95etoh.amb.1week.II', '10394.H1.rep2.amb.fresh.II')	0.054387267124481393
('10394.H1.95etoh.amb.1week.II', '10394.H1.rep4.amb.fresh.II')	0.07124994988875397
('10394.H1.95etoh.amb.1week.II', '10394.H1.RNA.heat.1week.II')	0.07901289167374602
('10394.H1.95etoh.amb.1week.II', '10394.H1.rep5.amb.fresh.II')	0.058092593426283284
('10394.H1.95etoh.amb.1week.II', '10394.H1.70etoh.freezethaw.1week.II')	0.407541397409541
('10394.H1.95etoh.amb.1week.II', '10394.H1.95etoh.freezethaw.1week.II')	0.39075787035526627
('10394.H1.95etoh.amb.1week.II', '10394.H1.FTA.amb.1week.II')	0.38068819694430944
('10394.H1.95etoh.amb.1week.II', '10394.H1.FTA.4C.1week.II')	0.3843070947109412
('10394.H1.95etoh.amb.1week.II', '10394.H1.None.4C.1week.II')	0.4321225643609668
('10394.H1.95etoh.amb.1week.II', '10394.H1.FTA.heat.1week.II')	0.38825464609562377
('10394.H1.95etoh.amb.1week.II', '10394.H1.Omni.4C.1week.II')	0.4015160715838542
('10394.H1.95etoh.amb.1week.II', '10394.H1.None.freezethaw.1week.II')	0.41004306772292565
('10394.H1.95etoh.amb.1week.II', '10394.H1.Omni.amb.1week.II')	0.4047376757069164
('10394.H1.95etoh.amb.1week.II', '10394.H1.Omni.heat.1week.II')	0.4051711387616649
('10394.H1.95etoh.amb.1week.II', '10394.H1.RNA.freezethaw.1week.II')	0.34807743580057043
('10394.H1.95etoh.amb.1week.II', '10394.H1.Omni.freezethaw.1week.II')	0.39209674652890064
('10394.H1.70etoh.heat.1week.II', '10394.H1.95etoh.4C.1week.II')	0.11906655563124509
('10394.H1.70etoh.heat.1week.II', '10394.H1.70etoh.4C.1week.II')	0.06200467212246365
('10394.H1.70etoh.heat.1week.II', '10394.H1.95etoh.amb.fresh.II')	0.11671320619261707
('10394.H1.70etoh.heat.1week.II', '10394.H1.95etoh.heat.1week.II')	0.14444387418622254
('10394.H1.70etoh.heat.1week.II', '10394.H1.FTA.amb.fresh.II')	0.10408927862351347
('10394.H1.70etoh.heat.1week.II', '10394.H1.None.20C.1week.II')	0.12919310625624322
('10394.H1.70etoh.heat.1week.II', '10394.H1.None.amb.1week.II')	0.11726370374495097
('10394.H1.70etoh.heat.1week.II', '10394.H1.Omni.amb.fresh.II')	0.12687465272544307
('10394.H1.70etoh.heat.1week.II', '10394.H1.None.heat.1week.II')	0.1658518147967312
('10394.H1.70etoh.heat.1week.II', '10394.H1.None.amb.fresh.II')	0.1334809639289666
('10394.H1.70etoh.heat.1week.II', '10394.H1.RNA.4C.1week.II')	0.10320845625502571
('10394.H1.70etoh.heat.1week.II', '10394.H1.RNA.amb.1week.II')	0.08985157715811662
('10394.H1.70etoh.heat.1week.II', '10394.H1.RNA.amb.fresh.II')	0.11399811991508459
('10394.H1.70etoh.heat.1week.II', '10394.H1.rep1.amb.fresh.II')	0.1432519504209824
('10394.H1.70etoh.heat.1week.II', '10394.H1.rep3.amb.fresh.II')	0.13528623125496753
('10394.H1.70etoh.heat.1week.II', '10394.H1.rep2.amb.fresh.II')	0.13829809446665925
('10394.H1.70etoh.heat.1week.II', '10394.H1.rep4.amb.fresh.II')	0.14194211311812793
('10394.H1.70etoh.heat.1week.II', '10394.H1.RNA.heat.1week.II')	0.07730488558028613
('10394.H1.70etoh.heat.1week.II', '10394.H1.rep5.amb.fresh.II')	0.11623244072119115
('10394.H1.70etoh.heat.1week.II', '10394.H1.70etoh.freezethaw.1week.II')	0.40315285141601154
('10394.H1.70etoh.heat.1week.II', '10394.H1.95etoh.freezethaw.1week.II')	0.3912122430329363
('10394.H1.70etoh.heat.1week.II', '10394.H1.FTA.amb.1week.II')	0.3793928145220444
('10394.H1.70etoh.heat.1week.II', '10394.H1.FTA.4C.1week.II')	0.3834665767180113
('10394.H1.70etoh.heat.1week.II', '10394.H1.None.4C.1week.II')	0.43224313649520285
('10394.H1.70etoh.heat.1week.II', '10394.H1.FTA.heat.1week.II')	0.3877373151872993
('10394.H1.70etoh.heat.1week.II', '10394.H1.Omni.4C.1week.II')	0.40109742851123215
('10394.H1.70etoh.heat.1week.II', '10394.H1.None.freezethaw.1week.II')	0.40919552172016277
('10394.H1.70etoh.heat.1week.II', '10394.H1.Omni.amb.1week.II')	0.40451420891744355
('10394.H1.70etoh.heat.1week.II', '10394.H1.Omni.heat.1week.II')	0.40518264798705234
('10394.H1.70etoh.heat.1week.II', '10394.H1.RNA.freezethaw.1week.II')	0.3461492554406554
('10394.H1.70etoh.heat.1week.II', '10394.H1.Omni.freezethaw.1week.II')	0.3913136251808512
('10394.H1.95etoh.4C.1week.II', '10394.H1.70etoh.4C.1week.II')	0.08963087011890908
('10394.H1.95etoh.4C.1week.II', '10394.H1.95etoh.amb.fresh.II')	0.03799109948350777
('10394.H1.95etoh.4C.1week.II', '10394.H1.95etoh.heat.1week.II')	0.05237992349782739
('10394.H1.95etoh.4C.1week.II', '10394.H1.FTA.amb.fresh.II')	0.03699295276647945
('10394.H1.95etoh.4C.1week.II', '10394.H1.None.20C.1week.II')	0.05412487362438656
('10394.H1.95etoh.4C.1week.II', '10394.H1.None.amb.1week.II')	0.05110834986342931
('10394.H1.95etoh.4C.1week.II', '10394.H1.Omni.amb.fresh.II')	0.034161208494484153
('10394.H1.95etoh.4C.1week.II', '10394.H1.None.heat.1week.II')	0.076456266845972
('10394.H1.95etoh.4C.1week.II', '10394.H1.None.amb.fresh.II')	0.05139438908329849
('10394.H1.95etoh.4C.1week.II', '10394.H1.RNA.4C.1week.II')	0.04968173472611198
('10394.H1.95etoh.4C.1week.II', '10394.H1.RNA.amb.1week.II')	0.056804310358572016
('10394.H1.95etoh.4C.1week.II', '10394.H1.RNA.amb.fresh.II')	0.040970613930599746
('10394.H1.95etoh.4C.1week.II', '10394.H1.rep1.amb.fresh.II')	0.06066817566025665
('10394.H1.95etoh.4C.1week.II', '10394.H1.rep3.amb.fresh.II')	0.05886694959208988
('10394.H1.95etoh.4C.1week.II', '10394.H1.rep2.amb.fresh.II')	0.049855488272586956
('10394.H1.95etoh.4C.1week.II', '10394.H1.rep4.amb.fresh.II')	0.06287879352217711
('10394.H1.95etoh.4C.1week.II', '10394.H1.RNA.heat.1week.II')	0.0821913787266568
('10394.H1.95etoh.4C.1week.II', '10394.H1.rep5.amb.fresh.II')	0.051025793579968545
('10394.H1.95etoh.4C.1week.II', '10394.H1.70etoh.freezethaw.1week.II')	0.4050480525147492
('10394.H1.95etoh.4C.1week.II', '10394.H1.95etoh.freezethaw.1week.II')	0.38924732964903913
('10394.H1.95etoh.4C.1week.II', '10394.H1.FTA.amb.1week.II')	0.37831491678913387
('10394.H1.95etoh.4C.1week.II', '10394.H1.FTA.4C.1week.II')	0.3820991324669498
('10394.H1.95etoh.4C.1week.II', '10394.H1.None.4C.1week.II')	0.4308313839816138
('10394.H1.95etoh.4C.1week.II', '10394.H1.FTA.heat.1week.II')	0.38606161368590364
('10394.H1.95etoh.4C.1week.II', '10394.H1.Omni.4C.1week.II')	0.39936967047688215
('10394.H1.95etoh.4C.1week.II', '10394.H1.None.freezethaw.1week.II')	0.4094299020916351
('10394.H1.95etoh.4C.1week.II', '10394.H1.Omni.amb.1week.II')	0.40269266612633214
('10394.H1.95etoh.4C.1week.II', '10394.H1.Omni.heat.1week.II')	0.4033706466263059
('10394.H1.95etoh.4C.1week.II', '10394.H1.RNA.freezethaw.1week.II')	0.3482353796352704
('10394.H1.95etoh.4C.1week.II', '10394.H1.Omni.freezethaw.1week.II')	0.38996742953976965
('10394.H1.70etoh.4C.1week.II', '10394.H1.95etoh.amb.fresh.II')	0.09700358103769356
('10394.H1.70etoh.4C.1week.II', '10394.H1.95etoh.heat.1week.II')	0.1185960738254221
('10394.H1.70etoh.4C.1week.II', '10394.H1.FTA.amb.fresh.II')	0.08181181903279605
('10394.H1.70etoh.4C.1week.II', '10394.H1.None.20C.1week.II')	0.09306708304897746
('10394.H1.70etoh.4C.1week.II', '10394.H1.None.amb.1week.II')	0.08540028294930972
('10394.H1.70etoh.4C.1week.II', '10394.H1.Omni.amb.fresh.II')	0.09234748819527389
('10394.H1.70etoh.4C.1week.II', '10394.H1.None.heat.1week.II')	0.1398838097297402
('10394.H1.70etoh.4C.1week.II', '10394.H1.None.amb.fresh.II')	0.09871309251604246
('10394.H1.70etoh.4C.1week.II', '10394.H1.RNA.4C.1week.II')	0.08351532382731328
('10394.H1.70etoh.4C.1week.II', '10394.H1.RNA.amb.1week.II')	0.07474342515356347
('10394.H1.70etoh.4C.1week.II', '10394.H1.RNA.amb.fresh.II')	0.0845025070788159
('10394.H1.70etoh.4C.1week.II', '10394.H1.rep1.amb.fresh.II')	0.10631087009735261
('10394.H1.70etoh.4C.1week.II', '10394.H1.rep3.amb.fresh.II')	0.09787424872238476
('10394.H1.70etoh.4C.1week.II', '10394.H1.rep2.amb.fresh.II')	0.102281347430872
('10394.H1.70etoh.4C.1week.II', '10394.H1.rep4.amb.fresh.II')	0.11220499770460571
('10394.H1.70etoh.4C.1week.II', '10394.H1.RNA.heat.1week.II')	0.06883252297400783
('10394.H1.70etoh.4C.1week.II', '10394.H1.rep5.amb.fresh.II')	0.08584693097922919
('10394.H1.70etoh.4C.1week.II', '10394.H1.70etoh.freezethaw.1week.II')	0.3949958829565291
('10394.H1.70etoh.4C.1week.II', '10394.H1.95etoh.freezethaw.1week.II')	0.38158561192387525
('10394.H1.70etoh.4C.1week.II', '10394.H1.FTA.amb.1week.II')	0.3703828959837735
('10394.H1.70etoh.4C.1week.II', '10394.H1.FTA.4C.1week.II')	0.3741287179721666
('10394.H1.70etoh.4C.1week.II', '10394.H1.None.4C.1week.II')	0.42311807910813976
('10394.H1.70etoh.4C.1week.II', '10394.H1.FTA.heat.1week.II')	0.37827903143871905
('10394.H1.70etoh.4C.1week.II', '10394.H1.Omni.4C.1week.II')	0.3915607489044742
('10394.H1.70etoh.4C.1week.II', '10394.H1.None.freezethaw.1week.II')	0.39977160790622107
('10394.H1.70etoh.4C.1week.II', '10394.H1.Omni.amb.1week.II')	0.39503966837218246
('10394.H1.70etoh.4C.1week.II', '10394.H1.Omni.heat.1week.II')	0.39575385801605173
('10394.H1.70etoh.4C.1week.II', '10394.H1.RNA.freezethaw.1week.II')	0.33714137054125637
('10394.H1.70etoh.4C.1week.II', '10394.H1.Omni.freezethaw.1week.II')	0.38183691821876986
('10394.H1.95etoh.amb.fresh.II', '10394.H1.95etoh.heat.1week.II')	0.05085123433836952
('10394.H1.95etoh.amb.fresh.II', '10394.H1.FTA.amb.fresh.II')	0.034130920712311566
('10394.H1.95etoh.amb.fresh.II', '10394.H1.None.20C.1week.II')	0.06305430986929514
('10394.H1.95etoh.amb.fresh.II', '10394.H1.None.amb.1week.II')	0.06554926854932656
('10394.H1.95etoh.amb.fresh.II', '10394.H1.Omni.amb.fresh.II')	0.03893916058401564
('10394.H1.95etoh.amb.fresh.II', '10394.H1.None.heat.1week.II')	0.08960255824966418
('10394.H1.95etoh.amb.fresh.II', '10394.H1.None.amb.fresh.II')	0.04680370357426082
('10394.H1.95etoh.amb.fresh.II', '10394.H1.RNA.4C.1week.II')	0.06007839803121116
('10394.H1.95etoh.amb.fresh.II', '10394.H1.RNA.amb.1week.II')	0.05597893324633623
('10394.H1.95etoh.amb.fresh.II', '10394.H1.RNA.amb.fresh.II')	0.037890607697792074
('10394.H1.95etoh.amb.fresh.II', '10394.H1.rep1.amb.fresh.II')	0.058400642949706885
('10394.H1.95etoh.amb.fresh.II', '10394.H1.rep3.amb.fresh.II')	0.057948224641438006
('10394.H1.95etoh.amb.fresh.II', '10394.H1.rep2.amb.fresh.II')	0.048328740687681705
('10394.H1.95etoh.amb.fresh.II', '10394.H1.rep4.amb.fresh.II')	0.06266497526578266
('10394.H1.95etoh.amb.fresh.II', '10394.H1.RNA.heat.1week.II')	0.08116776871219522
('10394.H1.95etoh.amb.fresh.II', '10394.H1.rep5.amb.fresh.II')	0.058810493028692214
('10394.H1.95etoh.amb.fresh.II', '10394.H1.70etoh.freezethaw.1week.II')	0.41113628990545714
('10394.H1.95etoh.amb.fresh.II', '10394.H1.95etoh.freezethaw.1week.II')	0.3942448121312942
('10394.H1.95etoh.amb.fresh.II', '10394.H1.FTA.amb.1week.II')	0.3834353260738972
('10394.H1.95etoh.amb.fresh.II', '10394.H1.FTA.4C.1week.II')	0.386928210480848
('10394.H1.95etoh.amb.fresh.II', '10394.H1.None.4C.1week.II')	0.43500049925052986
('10394.H1.95etoh.amb.fresh.II', '10394.H1.FTA.heat.1week.II')	0.39064059170727905
('10394.H1.95etoh.amb.fresh.II', '10394.H1.Omni.4C.1week.II')	0.4042574012396541
('10394.H1.95etoh.amb.fresh.II', '10394.H1.None.freezethaw.1week.II')	0.4125550737999605
('10394.H1.95etoh.amb.fresh.II', '10394.H1.Omni.amb.1week.II')	0.40747654731861305
('10394.H1.95etoh.amb.fresh.II', '10394.H1.Omni.heat.1week.II')	0.40791054296565754
('10394.H1.95etoh.amb.fresh.II', '10394.H1.RNA.freezethaw.1week.II')	0.3505478885206387
('10394.H1.95etoh.amb.fresh.II', '10394.H1.Omni.freezethaw.1week.II')	0.3951838514388619
('10394.H1.95etoh.heat.1week.II', '10394.H1.FTA.amb.fresh.II')	0.057286795560177524
('10394.H1.95etoh.heat.1week.II', '10394.H1.None.20C.1week.II')	0.05406778311812136
('10394.H1.95etoh.heat.1week.II', '10394.H1.None.amb.1week.II')	0.07833698522492934
('10394.H1.95etoh.heat.1week.II', '10394.H1.Omni.amb.fresh.II')	0.04309404604983474
('10394.H1.95etoh.heat.1week.II', '10394.H1.None.heat.1week.II')	0.10762694064968098
('10394.H1.95etoh.heat.1week.II', '10394.H1.None.amb.fresh.II')	0.040040710072647756
('10394.H1.95etoh.heat.1week.II', '10394.H1.RNA.4C.1week.II')	0.07233460763268107
('10394.H1.95etoh.heat.1week.II', '10394.H1.RNA.amb.1week.II')	0.08523407292946074
('10394.H1.95etoh.heat.1week.II', '10394.H1.RNA.amb.fresh.II')	0.04773870355755836
('10394.H1.95etoh.heat.1week.II', '10394.H1.rep1.amb.fresh.II')	0.04570205327193085
('10394.H1.95etoh.heat.1week.II', '10394.H1.rep3.amb.fresh.II')	0.05386351584083099
('10394.H1.95etoh.heat.1week.II', '10394.H1.rep2.amb.fresh.II')	0.038508664817242744
('10394.H1.95etoh.heat.1week.II', '10394.H1.rep4.amb.fresh.II')	0.0517608293833953
('10394.H1.95etoh.heat.1week.II', '10394.H1.RNA.heat.1week.II')	0.10462664646646856
('10394.H1.95etoh.heat.1week.II', '10394.H1.rep5.amb.fresh.II')	0.05885183663668467
('10394.H1.95etoh.heat.1week.II', '10394.H1.70etoh.freezethaw.1week.II')	0.4099954388552301
('10394.H1.95etoh.heat.1week.II', '10394.H1.95etoh.freezethaw.1week.II')	0.39463814023996663
('10394.H1.95etoh.heat.1week.II', '10394.H1.FTA.amb.1week.II')	0.38393405269010633
('10394.H1.95etoh.heat.1week.II', '10394.H1.FTA.4C.1week.II')	0.38770971028330997
('10394.H1.95etoh.heat.1week.II', '10394.H1.None.4C.1week.II')	0.4360358956793602
('10394.H1.95etoh.heat.1week.II', '10394.H1.FTA.heat.1week.II')	0.39163381194183067
('10394.H1.95etoh.heat.1week.II', '10394.H1.Omni.4C.1week.II')	0.4050203514164144
('10394.H1.95etoh.heat.1week.II', '10394.H1.None.freezethaw.1week.II')	0.4164139983904622
('10394.H1.95etoh.heat.1week.II', '10394.H1.Omni.amb.1week.II')	0.40831949828245995
('10394.H1.95etoh.heat.1week.II', '10394.H1.Omni.heat.1week.II')	0.4096552372301466
('10394.H1.95etoh.heat.1week.II', '10394.H1.RNA.freezethaw.1week.II')	0.35565894082987964
('10394.H1.95etoh.heat.1week.II', '10394.H1.Omni.freezethaw.1week.II')	0.39559229198166995
('10394.H1.FTA.amb.fresh.II', '10394.H1.None.20C.1week.II')	0.05635597153744016
('10394.H1.FTA.amb.fresh.II', '10394.H1.None.amb.1week.II')	0.06131413020631478
('10394.H1.FTA.amb.fresh.II', '10394.H1.Omni.amb.fresh.II')	0.03594760650461379
('10394.H1.FTA.amb.fresh.II', '10394.H1.None.heat.1week.II')	0.1031934969705829
('10394.H1.FTA.amb.fresh.II', '10394.H1.None.amb.fresh.II')	0.05246643681189922
('10394.H1.FTA.amb.fresh.II', '10394.H1.RNA.4C.1week.II')	0.03881884906944598
('10394.H1.FTA.amb.fresh.II', '10394.H1.RNA.amb.1week.II')	0.03673261044473055
('10394.H1.FTA.amb.fresh.II', '10394.H1.RNA.amb.fresh.II')	0.022847896560192777
('10394.H1.FTA.amb.fresh.II', '10394.H1.rep1.amb.fresh.II')	0.06632935506198788
('10394.H1.FTA.amb.fresh.II', '10394.H1.rep3.amb.fresh.II')	0.05920373573625778
('10394.H1.FTA.amb.fresh.II', '10394.H1.rep2.amb.fresh.II')	0.05330173954136263
('10394.H1.FTA.amb.fresh.II', '10394.H1.rep4.amb.fresh.II')	0.06847645469960713
('10394.H1.FTA.amb.fresh.II', '10394.H1.RNA.heat.1week.II')	0.06031358115114666
('10394.H1.FTA.amb.fresh.II', '10394.H1.rep5.amb.fresh.II')	0.050149153193175956
('10394.H1.FTA.amb.fresh.II', '10394.H1.70etoh.freezethaw.1week.II')	0.40459735834396005
('10394.H1.FTA.amb.fresh.II', '10394.H1.95etoh.freezethaw.1week.II')	0.3896971005170841
('10394.H1.FTA.amb.fresh.II', '10394.H1.FTA.amb.1week.II')	0.37819799706273527
('10394.H1.FTA.amb.fresh.II', '10394.H1.FTA.4C.1week.II')	0.38205721894755607
('10394.H1.FTA.amb.fresh.II', '10394.H1.None.4C.1week.II')	0.4313781133487136
('10394.H1.FTA.amb.fresh.II', '10394.H1.FTA.heat.1week.II')	0.3861681682603589
('10394.H1.FTA.amb.fresh.II', '10394.H1.Omni.4C.1week.II')	0.39980943499510463
('10394.H1.FTA.amb.fresh.II', '10394.H1.None.freezethaw.1week.II')	0.40991589641141796
('10394.H1.FTA.amb.fresh.II', '10394.H1.Omni.amb.1week.II')	0.4029727917761892
('10394.H1.FTA.amb.fresh.II', '10394.H1.Omni.heat.1week.II')	0.4036520038080468
('10394.H1.FTA.amb.fresh.II', '10394.H1.RNA.freezethaw.1week.II')	0.34535350586944996
('10394.H1.FTA.amb.fresh.II', '10394.H1.Omni.freezethaw.1week.II')	0.39010326576614385
('10394.H1.None.20C.1week.II', '10394.H1.None.amb.1week.II')	0.04762055132849273
('10394.H1.None.20C.1week.II', '10394.H1.Omni.amb.fresh.II')	0.03660018052842897
('10394.H1.None.20C.1week.II', '10394.H1.None.heat.1week.II')	0.10093729427647287
('10394.H1.None.20C.1week.II', '10394.H1.None.amb.fresh.II')	0.030862231854722342
('10394.H1.None.20C.1week.II', '10394.H1.RNA.4C.1week.II')	0.062003255468500766
('10394.H1.None.20C.1week.II', '10394.H1.RNA.amb.1week.II')	0.06640230097188399
('10394.H1.None.20C.1week.II', '10394.H1.RNA.amb.fresh.II')	0.04505747507935382
('10394.H1.None.20C.1week.II', '10394.H1.rep1.amb.fresh.II')	0.033329371398274354
('10394.H1.None.20C.1week.II', '10394.H1.rep3.amb.fresh.II')	0.027919185757115675
('10394.H1.None.20C.1week.II', '10394.H1.rep2.amb.fresh.II')	0.025659299850661278
('10394.H1.None.20C.1week.II', '10394.H1.rep4.amb.fresh.II')	0.031309022143967684
