"Genome"	"coverage"
"Alteromonas_macleodii_AltDE1_genomic"	1.66379395556963
"Alteromonas_macleodii_ATCC_27126_genomic"	64.875937395344
"Alteromonas_macleodii_str_Aegean_Sea_MED64_genomic"	193.183131106687
"Alteromonas_macleodii_str_Balearic_Sea_AD45_genomic"	98.135009923197
"Alteromonas_macleodii_str_Black_Sea_11_genomic"	47.114002921219
"Alteromonas_macleodii_str_Deep_ecotype_genomic"	21.765412063096
"Alteromonas_macleodii_str_English_Channel_615_genomic"	17.2848527819877
"Alteromonas_macleodii_str_English_Channel_673_genomic"	1.3867383228373
"Alteromonas_macleodii_str_Ionian_Sea_U4_genomic"	87.68840644752
"Alteromonas_macleodii_str_Ionian_Sea_U7_genomic"	0.89585582690704
"Alteromonas_macleodii_str_Ionian_Sea_U8_genomic"	126.778387480714
"Alteromonas_macleodii_str_Ionian_Sea_UM4b_genomic"	94.265323846647
"Alteromonas_macleodii_str_Ionian_Sea_UM7_genomic"	10.5718710186033
"Alteromonas_mediterranea_strain_AR43_genomic"	2.5306474482196
"Alteromonas_mediterranea_strain_CP48_genomic"	285.61224874937
"Alteromonas_mediterranea_strain_CP49_genomic"	49.724859606298
"Alteromonas_mediterranea_strain_RG65_genomic"	16.0747222559334
"Alteromonas_sp_Mex14_genomic"	4.5061980782931
"Alteromonas_sp_RW2A1_genomic"	62.994407823619
"Alteromonas_sp_SN2_genomic"	2.3733407828017
"Alteromonas_stellipolaris_LMG_21856_genomic"	1.43628303609318
"Alteromonas_stellipolaris_strain_PQQ_42_genomic"	4.3636810751869
"Alteromonas_stellipolaris_strain_PQQ_44_genomic"	19.7026145618815
"Arcanobacterium_phocae_strain_DSM_10002_genomic"	9.5083917024601
"Archaeoglobus_fulgidus_DSM_4304_genomic"	13.0775761670893
"Archaeoglobus_fulgidus_DSM_8774_genomic"	78.77971780715
"Archaeoglobus_profundus_DSM_5631_genomic"	7.8199758991735
"Archaeoglobus_veneficus_SNP6_genomic"	3.5374511552649
"Arthrobacter_sp_PAMC25486_genomic"	1.55973075464851
"AW02J18_S11_contigs"	304.3028121741
"AW19M33_S12_contigs"	7.1028181213784
"B9_25K2_S3_contigs"	8.1103752221944
"Bacillus_infantis_NRRL_B_14911_genomic"	36.310438441112
"Bacillus_safensis_strain_KCTC_12796BP_genomic"	3.7824770645028
"Bacillus_sp_Alg07_genomic"	4.5752487172646
"Bacillus_sp_Pc3_genomic"	10.7893236073051
"Bacillus_velezensis_strain_9912D_genomic"	4.0017924937638
"Bacteriovorax_marinus_SJ_genomic"	11.8056934059823
"bacterium_AB1_strain_AB1_8_genomic"	3.4095290099194
"Bdellovibrio_bacteriovorus_strain_109J_genomic"	22.504862642051
"Belliella_baltica_DSM_15883_genomic"	6.9321033047015
"Brucella_ceti_TE10759_12_genomic"	18.9723779643509
"Brucella_ceti_TE28753_12_genomic"	7.6456171782335
"Brucella_pinnipedialis_B2_94_genomic"	21.853254920532
"Brucella_sp_141012304_genomic"	9.9496374895639
"Caldithrix_abyssi_DSM_13497_genomic"	21.105936637613
"Campylobacter_lari_strain_Slaughter_Beach_genomic"	7.5670539265751
"Campylobacter_peloridis_LMG_23910_genomic"	10.635735655839
"Candidatus_Aquiluna_sp_UB_MaderosW2red_genomic"	13.8242231377579
"Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_genomic"	27.853259473111
"Candidatus_Endolissoclinum_faulkneri_L5_genomic"	248.35896728445
"Candidatus_Endolissoclinum_patella_L2_genomic"	183.541789990769
"Candidatus_Gloeomargarita_lithophora_D10_genomic"	41.780653025604
"Candidatus_Nitrosoarchaeum_limnia_SFB1_genomic"	212.01038517664
"Candidatus_Nitrosopelagicus_brevis_CN25_genomic"	17.2396583475529
"Candidatus_Nitrosopumilus_koreensis_AR1_genomic"	1.5733969932944
"Candidatus_Nitrosopumilus_sp_AR2_genomic"	65.946968666392
"Candidatus_Nitrosopumilus_sp_D3C_genomic"	11.1653770783118
"Candidatus_Nitrosopumilus_sp_NF5_genomic"	8.7926255524225
"Candidatus_Pelagibacter_sp_IMCC9063_genomic"	0.30973715835679
"Candidatus_Pelagibacter_ubique_HTCC1062_genomic"	8.8587762462186
"Candidatus_Puniceispirillum_marinum_IMCC1322_genomic"	1.09453617324662
"Candidatus_Ruthia_magnifica_str_Cm_Calyptogena_magnifica_genomic"	8.837725914396
"Candidatus_Thioglobus_singularis_PS1_genomic"	9.123150904687
"Candidatus_Thioglobus_singularis_strain_GG2_genomic"	4.9912901388044
"Candidatus_Thioglobus_sp_EF1_genomic"	4.8888835994556
"Candidatus_Vesicomyosocius_okutanii_HA_genomic"	2.6455146234752
"Carnobacterium_sp_17_4_genomic"	2.9157496090333
"Celeribacter_indicus_P73_genomic"	24.344187987794
"Celeribacter_marinus_strain_IMCC12053_genomic"	8.8497477643051
"Cellulophaga_algicola_DSM_14237_genomic"	8.5850226886417
"Cellulophaga_baltica_18_genomic"	31.93383970083
"Cellulophaga_baltica_NN016038_genomic"	29.38748034494
"Cellulophaga_lytica_DSM_7489_genomic"	8.5020949633977
"Cellulophaga_lytica_strain_DAU203_genomic"	3.9786142427931
"Cellulophaga_lytica_strain_HI1_genomic"	9.7728474763239
"Cenarchaeum_symbiosum_A_genomic"	10.8859173227702
"Chlorobium_phaeobacteroides_BS1_genomic"	65.996654368261
"Chlorobium_phaeovibrioides_DSM_265_genomic"	4.934879927773
"Chloroherpeton_thalassium_ATCC_35110_genomic"	71.509564569999
"Chromohalobacter_salexigens_DSM_3043_genomic"	4.15480069796
"Citromicrobium_sp_JL477_genomic"	8.1502636183004
"Clostridium_botulinum_202F_genomic"	98.320860470009
"Clostridium_stercorarium_subsp_thermolacticum_DSM_2910_genomic"	14.4346686004098
"Colwellia_psychrerythraea_34H_genomic"	73.130215788385
"Colwellia_sp_MT41_genomic"	36.178977101114
"Colwellia_sp_PAMC_20917_genomic"	12.6393321824188
"Confluentimicrobium_sp_EMB200_NS6_genomic"	26.436922940351
"Coraliomargarita_akajimensis_DSM_45221_genomic"	1.3483664162662
"Corynebacterium_marinum_DSM_44953_genomic"	0.76176966313426
"Corynebacterium_maris_DSM_45190_genomic"	2.1585185781423
"Corynebacterium_phocae_strain_M408_89_1_genomic"	84.248960558488
"Corynebacterium_sphenisci_DSM_44792_genomic"	2.9673150146093
"Corynebacterium_stationis_strain_622_DSM_20302_genomic"	7.2077698748389
"Croceibacter_atlanticus_HTCC2559_genomic"	5.651341381404
"Croceicoccus_naphthovorans_strain_PQ_2_genomic"	3.939192398299
"Cupriavidus_sp_USMAA1020_genomic"	10.7786475793218
"Cyanothece_sp_ATCC_51142_genomic"	5.9427847303429
"Cyclobacterium_amurskyense_strain_KCTC_12363_genomic"	9.6769047042823
"Cyclobacterium_marinum_DSM_745_genomic"	6.9097032215255
"Cycloclasticus_sp_P1_genomic"	466.81072656922
"Cycloclasticus_zancles_78_ME_genomic"	365.46106161493
"Deferribacter_desulfuricans_SSM1_genomic"	4.7962562142532
"Denitrovibrio_acetiphilus_DSM_12809_genomic"	6.587071448921
"Desulfobacterium_autotrophicum_HRM2_genomic"	109.753026759852
"Desulfobacula_toluolica_Tol2_genomic"	154.233397064154
"Desulfocapsa_sulfexigens_DSM_10523_genomic"	68.219393848098
"Desulfococcus_multivorans_strain_DSM_2059_genomic"	113.524369529069
"Desulfotalea_psychrophila_LSv54_genomic"	257.61083332084
"Desulfotomaculum_reducens_MI_1_genomic"	2.9165833588181
"Desulfovibrio_africanus_str_Walvis_Bay_genomic"	49.455873834948
"Desulfovibrio_desulfuricans_ND132_genomic"	27.693488357439
"Desulfovibrio_hydrothermalis_AM13_genomic"	127.286078789929
"Desulfovibrio_piezophilus_strain_C1TLV30_genomic"	65.677031534211
"Desulfovibrio_salexigens_DSM_2638_genomic"	25.54668114114
"Desulfurobacterium_thermolithotrophum_DSM_11699_genomic"	4.8740389722351
"Dinoroseobacter_shibae_DFL_12_genomic"	25.502229242288
"Dokdonia_donghaensis_DSW_1_genomic"	22.775773426741
"Dokdonia_sp_MED134_genomic"	6.2822356306654
"Dokdonia_sp_PRO95_genomic"	3.7726145575443
"Donghicola_sp_JLT3646_genomic"	1.12601597872914
"Draconibacterium_orientale_strain_FH5_genomic"	46.205830155364
"Echinicola_vietnamensis_DSM_17526_genomic"	5.15870657873
"Edwardsiella_piscicida_strain_S11_285_genomic"	20.446051052575
"Edwardsiella_tarda_080813_genomic"	2.756284164034
"Edwardsiella_tarda_EIB202_genomic"	1.51420113791825
"endosymbiont_of_unidentified_scaly_snail_isolate_Monju_genomic"	14.6551120966299
"Erythrobacter_gangjinensis_strain_JCM_15420_genomic"	9.3905356865189
"Erythrobacter_litoralis_HTCC2594_genomic"	33.363621531798
"Erythrobacter_litoralis_strain_DSM_8509_genomic"	290.4609741049
"Erythrobacter_sp_s21_N3_genomic"	3.9200324823658
"Ferrimonas_balearica_DSM_9799_genomic"	81.594338842215
"Ferroglobus_placidus_DSM_10642_genomic"	1.62326347392037
"Fervidobacterium_pennivorans_strain_DYC_genomic"	2.0267371146413
"Fibrella_aestuarina_strain_BUZ_2_genomic"	1.09393126740626
"Filomicrobium_sp_W1_genomic"	10.7782511685087
"Flammeovirga_sp_MY04_genomic"	217.44321842799
"Flavobacteriaceae_bacterium_MAR_2010_188_genomic"	6.8339298151172
"Flavobacteriaceae_bacterium_UJ101_genomic"	22.014482419781
"Flavobacterium_psychrophilum_FPG101_genomic"	7.0954396816262
"Flavobacterium_psychrophilum_FPG3_genomic"	17.7183260859163
"Flavobacterium_psychrophilum_strain_CSF259_93_genomic"	9.2970945994406
"Flavobacterium_psychrophilum_strain_MH1_genomic"	4.6247174677147
"Flavobacterium_psychrophilum_strain_PG2_genomic"	7.3795789635764
"Flavobacterium_psychrophilum_strain_VQ50_genomic"	53.21692126219
"Flavobacterium_psychrophilum_V3_5_genomic"	0.28586545476226
"Flavobacterium_psychrophilum_V4_24_genomic"	28.976946910948
"Flavobacterium_psychrophilum_v4_33_genomic"	12.772954007842
"Flavobacterium_sp_LPB0076_genomic"	4.5910347647578
"Flexibacter_litoralis_DSM_6794_genomic"	9.7965911266833
"Flexistipes_sinusarabici_DSM_4947_genomic"	12.7870482401818
"Formosa_agariphila_KMM_3901_genomic"	6.9634223838575
"Formosa_haliotis_strain_LMG_28520_genomic"	31.23602037433
"Formosa_sp_Hel1_33_131_genomic"	0.86401083084471
"Formosa_sp_Hel3_A1_48_genomic"	21.158897669437
"Francisella_noatunensis_subsp_orientalis_FNO12_genomic"	1.5724928632208
"Francisella_noatunensis_subsp_orientalis_FNO24_genomic"	2.5222284211797
"Francisella_noatunensis_subsp_orientalis_LADL_07_285A_genomic"	3.5680472385919
"Francisella_noatunensis_subsp_orientalis_strain_FNO01_genomic"	12.8968218081646
"Francisella_noatunensis_subsp_orientalis_strain_FNO190_genomic"	4.203265117811
"Francisella_sp_FSC1006_genomic"	10.2449315174148
"Francisella_sp_TX077310_genomic"	7.3517904871687
"GB02J24_S7_contigs"	7.0272127195939
"GB02J33_S8_contigs"	7.9564973311483
"GB02J45_S9_contigs"	13.8413240946837
"GB02J46_S10_contigs"	2.4105478937746
"GB04J27_S10_contigs"	1.49100287181233
"Geobacillus_kaustophilus_HTA426_genomic"	14.5738500117039
"Geobacillus_sp_12AMOR1_genomic"	7.2527006949618
"Geoglobus_acetivorans_SBH6_genomic"	1.35245988855326
"Geoglobus_ahangari_strain_234_genomic"	5.6119821884673
"Gillisia_sp_Hel1_33_143_genomic"	5.3757922039672
"Glaciecola_nitratireducens_FR1064_genomic"	47.955838451352
"Glaciecola_sp_4H_3_7+YE_5_genomic"	25.636849060807
"Gramella_forsetii_KT0803_genomic"	10.6821824915778
"Gramella_sp_LPB0144_genomic"	5.672326604797
"Gramella_sp_MAR_2010_102_genomic"	18.3642650786478
"Gramella_sp_MAR_2010_147_genomic"	0.40799358186175
"Hahella_chejuensis_KCTC_2396_genomic"	35.778998922909
"Halanaeroarchaeum_sulfurireducens_strain_M27_SA2_genomic"	2.0586522926195
"Haliangium_ochraceum_DSM_14365_genomic"	23.851765582652
"haloarchaeon_HSR6_genomic"	2.6343929159894
"Haloarcula_hispanica_ATCC_33960_genomic"	3.759193944608
"Haloarcula_sp_CBA1115_genomic"	3.4105618232805
"Haloferax_gibbonsii_strain_ARA6_genomic"	4.0731339264897
"Haloferax_mediterranei_ATCC_33500_genomic"	16.1644468676206
"Halogeometricum_borinquense_DSM_11551_genomic"	2.5526628686399
"Halolamina_sediminis_strain_halo7_genomic"	2.8766204525464
"Halolamina_sediminis_strain_Hb3_genomic"	76.293142680467
"Halomonas_elongata_DSM_2581_genomic"	1.76565368161066
"Halomonas_sp_A3H3_genomic"	70.221403399839
"Halomonas_spR57_5_genomic"	6.894990294332
"Haloquadratum_walsbyi_C23_genomic"	18.0215836517098
"Haloquadratum_walsbyi_DSM_16790_genomic"	3.5107188171132
"Halorhabdus_tiamatea_SARL4B_genomic"	23.50636950878
"Helicobacter_cetorum_MIT_00_7128_genomic"	2.9160083709236
"Helicobacter_cetorum_MIT_99_5656_genomic"	0.76089124802445
"Helicobacter_sp_MIT_01_6242_genomic"	1.52344852708111
"hermovibrio_ammonificans_HB_1_genomic"	4.9750819395833
"Hippea_maritima_DSM_10411_genomic"	4.8181619670196
"Hirschia_baltica_ATCC_49814_genomic"	6.9603382940714
"Hoeflea_sp_IMCC20628_genomic"	8.7930354501356
"Hydrogenophaga_sp_LPB0072_genomic"	25.189120316933
"Hyperthermus_butylicus_DSM_5456_genomic"	1589.10696548146
"Hyphomicrobium_nitrativorans_NL23_genomic"	123.72793676127
"Hyphomonas_neptunium_ATCC_15444_genomic"	50.599218304187
"Hyphomonas_sp_Mor2_genomic"	10.370285262803
"Idiomarina_loihiensis_L2TR_genomic"	3.0902057851964
"Ignicoccus_hospitalis_KIN4_I_genomic"	4.2938000322562
"Ignicoccus_islandicus_DSM_13165_genomic"	13.2559008792641
"Ilumatobacter_coccineum_YM16_304_genomic"	216.77725042241
"Ilyobacter_polytropus_DSM_2926_genomic"	47.744792270053
"Jannaschia_sp_CCS1_genomic"	12.0812241006664
"Kangiella_geojedonensis_strain_YCS_5_genomic"	56.123874508412
"Kangiella_koreensis_DSM_16069_genomic"	11.7753182421417
"Kangiella_sediminilitoris_strain_KCTC_23892_genomic"	6.4110416839027
"KCH3_S1_contigs"	73.156296732803
"KH11J01_S12_contigs"	9.7005061997348
"Kosmotoga_olearia_TBF_1951_genomic"	3.5569462501202
"Kosmotoga_pacifica_strain_SLHLJ1_genomic"	3.6210165081277
"Krokinobacter_sp_4H_3_7_5_genomic"	70.971469860971
"Kytococcus_sedentarius_DSM_20547_genomic"	11.0240342546326
"LAB19_S8_contigs"	12.7900628988389
"Lacimicrobium_alkaliphilum_strain_KCTC_32984_genomic"	7.5688418108783
"Lacinutrix_sp_5H_3_7_4_genomic"	84.955815979059
"Lactococcus_garvieae_ATCC_49156_genomic"	4.9701507996011
"Lactococcus_garvieae_Lg2_genomic"	5.9655604861708
"Leisingera_methylohalidivorans_DSM_14336_genomic"	15.5216365436776
"Leuconostoc_lactis_strain_WiKim40_genomic"	9.4325574502658
"LF22_S6_contigs"	8.0886570384019
"Luteimonas_sp_JM171_genomic"	29.265639025358
"Magnetococcus_marinus_MC_1_genomic"	55.165549830462
"Magnetospira_sp_QH_2_genomic"	116.646933363111
"Maribacter_sp_1_2014MBL_MicDiv_genomic"	25.064076559316
"Maribacter_sp_HTCC2170_genomic"	10.1477903111351
"Maribacter_sp_MAR_2009_60_genomic"	31.891109926921
"Maricaulis_maris_MCS10_genomic"	7.236198494241
"Marinithermus_hydrothermalis_DSM_14884_genomic"	56.423032582862
"Marinitoga_piezophila_KA3_genomic"	13.7078898997508
"Marinitoga_sp_1137_genomic"	2.4389576898181
"Marinobacter_adhaerens_HP15_genomic"	4.819734438275
"Marinobacter_aquaeolei_VT8_genomic"	22.547671296762
"Marinobacter_hydrocarbonoclasticus_ATCC_49840_genomic"	1.55440970890442
"Marinobacter_psychrophilus_strain_20041_genomic"	9.011153909477
"Marinobacter_salarius_R9SW1_genomic"	82.157942767707
"Marinobacter_similis_A3d10_genomic"	34.207475696745
"Marinobacter_sp_BSs20148_genomic"	36.072486905917
"Marinobacter_sp_CP1_genomic"	13.9870133165332
"Marinobacter_sp_Hb8_genomic"	4.3118187646925
"Marinobacterium_sp_ST58_10_genomic"	16.706654719207
"Marinomonas_mediterranea_MMB_1_genomic"	76.20347662195
"Marinomonas_posidonica_IVIA_Po_181_genomic"	290.09224319033
"Marinomonas_sp_MWYL1_genomic"	21.520039526754
"Marinovum_algicola_DG_898_genomic"	2.7476395036141
"Marivirga_tractuosa_DSM_4126_genomic"	81.641245825645
"MC2_S1_contigs"	10.028819972518
"MC4_S2_contigs"	14.262262943022
"MC7_S3_contigs"	9.3616056486875
"MC8_S4_contigs"	3.2098735533678
"Mehyloceanibacter_caenitepidi_Gela4_genomic"	153.242751093873
"Mesorhizobium_sp_B7_genomic"	10.0239292922852
"Methanocaldococcus_fervens_AG86_genomic"	2.1330500806232
"Methanocaldococcus_infernus_ME_genomic"	1.63721065050381
"Methanocaldococcus_jannaschii_DSM_2661_genomic"	10.4413757350159
"Methanocaldococcus_sp_FS406_22_genomic"	4.6681570572221
"Methanocaldococcus_sp_JH146_genomic"	2.613482445693
"Methanocaldococcus_vulcanius_M7_genomic"	41.125887050143
"Methanococcoides_methylutens_MM1_genomic"	5.8406476638251
"Methanococcus_aeolicus_Nankai_3_genomic"	3.8879076853192
"Methanococcus_maripaludis_C6_genomic"	2.1345555597107
"Methanococcus_maripaludis_C7_genomic"	10.8786790733745
"Methanococcus_maripaludis_S2_genomic"	3.4347489491491
"Methanococcus_maripaludis_X1_genomic"	5.2666454075959
"Methanococcus_vannielii_SB_genomic"	1.70938327913822
"Methanococcus_voltae_A3_genomic"	6.8956113134077
"Methanoculleus_marisnigri_JR1_genomic"	15.4479186086385
"Methanohalobium_evestigatum_Z_7303_genomic"	1.76853155944978
"Methanohalophilus_halophilus_strain_Z_7982_genomic"	20.736281488486
"Methanoplanus_petrolearius_DSM_11571_genomic"	2.5684015460031
"Methanopyrus_kandleri_AV19_genomic"	2.9165943940345
"Methanosarcina_acetivorans_C2A_genomic"	1.94424543335738
"Methanosarcina_siciliae_C2J_genomic"	1.89641059491502
"Methanosarcina_siciliae_HI350_genomic"	2.3271194199913
"Methanosarcina_siciliae_T4_M_genomic"	91.790409639338
"Methanosarcina_sp_MTP4_genomic"	14.6407215630564
"Methanosarcina_sp_WH1_genomic"	4.976786442448
"Methanothermococcus_okinawensis_IH1_genomic"	7.5832582196027
"Methanotorris_igneus_Kol_5_genomic"	7.4363633224963
"Methylomonas_methanica_MC09_genomic"	113.313349296191
"Methylophaga_sp_JAM1_genomic"	2.719525295286
"Methylophaga_sp_JAM7_genomic"	3.5955448802921
"Methylophilales_bacterium_MBRSF5_genomic"	8.5987937157802
"Methylophilales_bacterium_MBRSG12_genomic"	40.681964944566
"Methylophilales_bacterium_MBRSH7_genomic"	43.090276638279
"Microbacterium_sp_LKL04_genomic"	12.6369380628455
"Micromonospora_krabiensis_strain_DSM_45344_genomic"	7.2045810512356
"Mollicutes_bacterium_Candidatus_Izimaplasma_HR1_genomic"	88.704390611803
"Moorea_producens_JHB_genomic"	16.3555055833516
"Moorea_producens_PAL_8_15_08_1_genomic"	1.06630422725957
"Moritella_viscosa_06_09_139_genomic"	10.6485364125764
"MR17_77_S9_contigs"	2.5739585631083
"MR4_25_1B_S2_contigs"	19.3392336515633
"MR4_25_2A_1A_S4_contigs"	4.3505889459954
"MR4_25_2B_S6_contigs"	44.39810793624
"MR4_64_2_S7_contigs"	1.75139874772544
"MR4_96_1_S3_contigs"	4.1750861303766
"MR4_96_2A_S5_contigs"	7.2201633545373
"Muricauda_lutaonensis_strain_CC_HSB_11_genomic"	23.788851832064
"Muricauda_ruestringensis_DSM_13258_genomic"	18.4942534958456
"Mv130624_S1_contigs"	27.636337596783
"Mv2528_S2_contigs"	16.2821997644691
"Mv3632_S3_contigs"	51.519381584048
"Mv5450_S4_contigs"	16.8686991609353
"MvHd14_S5_contigs"	11.1048377001469
"MvHd15_S6_contigs"	1.9385917026229
"MvHd17_S7_contigs"	5.4759593807357
"Mycobacterium_chelonae_CCUG_47445_genomic"	4.6222358343703
"Mycobacterium_chubuense_NBB4_genomic"	2.1450870893206
"Mycobacterium_rhodesiae_NBB3_genomic"	0.90134699979462
"Myroides_profundi_D25_genomic"	4.3404441097881
"Myxococcus_fulvus_HW_1_genomic"	10.6435578947727
"Nanoarchaeum_equitans_Kin4_M_genomic"	51.131924723956
"Nanohaloarchaea_archaeon_SG9_genomic"	23.716803969403
"Nautilia_profundicola_AmH_genomic"	5.9074971145085
"Neorickettsia_helminthoeca_str_Oregon_genomic"	4.4306636372752
"Nitratifractor_salsuginis_DSM_16511_genomic"	10.9203887522936
"Nitratiruptor_sp_SB155_2_genomic"	9.2120630567128
"Nitrosococcus_halophilus_Nc_4_genomic"	1442.18340268573
"Nitrosococcus_oceani_ATCC_19707_genomic"	275.41843643826
"Nitrosopumilus_maritimus_SCM1_genomic"	6.4469980428136
"NML_S2_contigs"	9.8325410822465
"Nocardia_seriolae_strain_EM150506_genomic"	1.97131140287496
"Nocardiopsis_dassonvillei_strain_NOCA502F_genomic"	3.7841308145502
"Nodularia_spumigena_CCY9414_genomic"	6.5515811002851
"Nonlabens_dokdonensis_DSW_6_genomic"	46.298251969078
"Nonlabens_marinus_S1_08_genomic"	5.0289586033763
"Nonlabens_sp_Hel1_33_55_genomic"	14.868801091687
"Nonlabens_sp_MIC269_genomic"	64.876719571626
"Novosphingobium_pentaromativorans_US6_1_genomic"	13.4499795606479
"Novosphingobium_sp_PP1Y_genomic"	59.807175926839
"Oceanithermus_profundus_DSM_14977_genomic"	5.687884025331
"Oceanobacillus_iheyensis_HTE831_genomic"	6.3769695821072
"Octadecabacter_antarcticus_307_genomic"	41.729260409571
"Octadecabacter_arcticus_238_genomic"	11.287967873033
"Octadecabacter_temperatus_strain_SB1_genomic"	11.7134758652284
"Oleispira_antarctica_RB_8_genomic"	23.276576893915
"Oscillibacter_valericigenes_Sjm18_20_genomic"	38.112331100148
"Owenweeksia_hongkongensis_DSM_17368_genomic"	39.932609977249
"Paenibacillus_durus_DSM_1735_genomic"	2.4384510511785
"Paenibacillus_sp_LPB0068_genomic"	12.600142899558
"Palaeococcus_pacificus_DY20341_genomic"	325.60785502198
"Paraglaciecola_psychrophila_170_genomic"	19.8869156205954
"Paraoerskovia_marina_strain_DSM_22126_genomic"	36.68681535364
"Parvularcula_bermudensis_HTCC2503_genomic"	21.881179710733
"Pelagibacterium_halotolerans_B2_genomic"	15.7790061405317
"Pelobacter_acetylenicus_strain_DSM_3247_genomic"	1084.36497233942
"Pelobacter_carbinolicus_DSM_2380_genomic"	59.745032453175
"Persephonella_marina_EX_H1_genomic"	18.9352479148777
"Phaeobacter_gallaeciensis_210_Roseobacter_gallaeciensis_genomic"	13.1809742030247
"Phaeobacter_gallaeciensis_DSM_26640_genomic"	42.47803159184
"Phaeobacter_gallaeciensis_strain_JL2886_genomic"	18.1091602438146
"Photobacterium_gaetbulicola_Gung47_genomic"	16.8838896716669
"Photobacterium_profundum_SS9_genomic"	17.3000575797738
"Phycisphaera_mikurensis_NBRC_102666_genomic"	7.8962947268664
"Piscirickettsia_salmonis_strain_AY3800B_genomic"	1.62328002234235
"Piscirickettsia_salmonis_strain_AY6297B_genomic"	44.782273007398
