tool	rank	metric	sample	value
Gold standard	class	Jaccard index	strmgCAMI2_short_read_average	1.0
Gold standard	class	Taxon counts	strmgCAMI2_short_read_average	5.0
Gold standard	class	Purity	strmgCAMI2_short_read_average	1.0
Gold standard	class	Completeness	strmgCAMI2_short_read_average	1.0
Gold standard	class	True positives	strmgCAMI2_short_read_average	5.0
Gold standard	order	F1 score	strmgCAMI2_short_read_average	1.0
Gold standard	order	False negatives	strmgCAMI2_short_read_average	0.0
Gold standard	order	False positives	strmgCAMI2_short_read_average	0.0
Gold standard	order	Jaccard index	strmgCAMI2_short_read_average	1.0
Gold standard	order	Taxon counts	strmgCAMI2_short_read_average	6.0
Gold standard	order	Purity	strmgCAMI2_short_read_average	1.0
Gold standard	order	Completeness	strmgCAMI2_short_read_average	1.0
Gold standard	order	True positives	strmgCAMI2_short_read_average	6.0
Gold standard	family	F1 score	strmgCAMI2_short_read_average	1.0
Gold standard	family	False negatives	strmgCAMI2_short_read_average	0.0
Gold standard	family	False positives	strmgCAMI2_short_read_average	0.0
Gold standard	family	Jaccard index	strmgCAMI2_short_read_average	1.0
Gold standard	family	Taxon counts	strmgCAMI2_short_read_average	9.0
Gold standard	family	Purity	strmgCAMI2_short_read_average	1.0
Gold standard	family	Completeness	strmgCAMI2_short_read_average	1.0
Gold standard	family	True positives	strmgCAMI2_short_read_average	9.0
Gold standard	genus	F1 score	strmgCAMI2_short_read_average	1.0
Gold standard	genus	False negatives	strmgCAMI2_short_read_average	0.0
Gold standard	genus	False positives	strmgCAMI2_short_read_average	0.0
Gold standard	genus	Jaccard index	strmgCAMI2_short_read_average	1.0
Gold standard	genus	Taxon counts	strmgCAMI2_short_read_average	12.0
Gold standard	genus	Purity	strmgCAMI2_short_read_average	1.0
Gold standard	genus	Completeness	strmgCAMI2_short_read_average	1.0
Gold standard	genus	True positives	strmgCAMI2_short_read_average	12.0
Gold standard	species	F1 score	strmgCAMI2_short_read_average	1.0
Gold standard	species	False negatives	strmgCAMI2_short_read_average	0.0
Gold standard	species	False positives	strmgCAMI2_short_read_average	0.0
Gold standard	species	Jaccard index	strmgCAMI2_short_read_average	1.0
Gold standard	species	Taxon counts	strmgCAMI2_short_read_average	20.0
Gold standard	species	Purity	strmgCAMI2_short_read_average	1.0
Gold standard	species	Completeness	strmgCAMI2_short_read_average	1.0
Gold standard	species	True positives	strmgCAMI2_short_read_average	20.0
Gold standard	strain	F1 score	strmgCAMI2_short_read_average	1.0
Gold standard	strain	False negatives	strmgCAMI2_short_read_average	0.0
Gold standard	strain	False positives	strmgCAMI2_short_read_average	0.0
Gold standard	strain	Jaccard index	strmgCAMI2_short_read_average	1.0
Gold standard	strain	Taxon counts	strmgCAMI2_short_read_average	408.0
Gold standard	strain	Purity	strmgCAMI2_short_read_average	1.0
Gold standard	strain	Completeness	strmgCAMI2_short_read_average	1.0
Gold standard	strain	True positives	strmgCAMI2_short_read_average	408.0
Gold standard	superkingdom	L1 norm error	strmgCAMI2_short_read_average	0.0
Gold standard	phylum	L1 norm error	strmgCAMI2_short_read_average	0.0
Gold standard	class	L1 norm error	strmgCAMI2_short_read_average	0.0
Gold standard	order	L1 norm error	strmgCAMI2_short_read_average	0.0
Gold standard	family	L1 norm error	strmgCAMI2_short_read_average	0.0
Gold standard	genus	L1 norm error	strmgCAMI2_short_read_average	0.0
Gold standard	species	L1 norm error	strmgCAMI2_short_read_average	0.0
Gold standard	strain	L1 norm error	strmgCAMI2_short_read_average	0.0
Gold standard	na	Weighted UniFrac error	strmgCAMI2_short_read_average	0.0
Gold standard	na	Unweighted UniFrac error	strmgCAMI2_short_read_average	0.0
Gold standard	superkingdom	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	phylum	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	class	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	order	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	family	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	genus	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	species	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	strain	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	superkingdom	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	superkingdom	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	phylum	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	0.7725211615101536
Gold standard	phylum	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.5572562243462403
Gold standard	class	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	0.7860907087031523
Gold standard	class	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.48842561904999204
Gold standard	order	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	0.9775030190411166
Gold standard	order	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.5455548224127733
Gold standard	family	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	1.1998873682554514
Gold standard	family	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.5460922750600766
Gold standard	genus	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	1.5225924533242183
Gold standard	genus	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.6127362786260475
Gold standard	species	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	1.6131985240546325
Gold standard	species	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.5384988966790455
Gold standard	strain	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	5.9596201373486215
Gold standard	strain	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.9914082945314007
Gold standard	superkingdom	F1 score (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	superkingdom	False negatives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	superkingdom	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	superkingdom	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	superkingdom	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	superkingdom	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	superkingdom	Completeness (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	superkingdom	True positives (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	phylum	F1 score (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	phylum	False negatives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	phylum	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	phylum	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	phylum	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	4.0
Gold standard	phylum	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	phylum	Completeness (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	phylum	True positives (unfiltered)	strmgCAMI2_short_read_average	4.0
Gold standard	class	F1 score (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	class	False negatives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	class	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	class	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	class	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	5.0
Gold standard	class	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	class	Completeness (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	class	True positives (unfiltered)	strmgCAMI2_short_read_average	5.0
Gold standard	order	F1 score (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	order	False negatives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	order	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	order	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	order	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	6.0
Gold standard	order	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	order	Completeness (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	order	True positives (unfiltered)	strmgCAMI2_short_read_average	6.0
Gold standard	family	F1 score (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	family	False negatives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	family	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	family	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	family	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	9.0
Gold standard	family	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	family	Completeness (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	family	True positives (unfiltered)	strmgCAMI2_short_read_average	9.0
Gold standard	genus	F1 score (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	genus	False negatives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	genus	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	genus	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	genus	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	12.0
Gold standard	genus	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	genus	Completeness (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	genus	True positives (unfiltered)	strmgCAMI2_short_read_average	12.0
Gold standard	species	F1 score (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	species	False negatives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	species	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	species	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	species	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	20.0
Gold standard	species	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	species	Completeness (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	species	True positives (unfiltered)	strmgCAMI2_short_read_average	20.0
Gold standard	strain	F1 score (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	strain	False negatives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	strain	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	strain	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	strain	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	408.0
Gold standard	strain	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	strain	Completeness (unfiltered)	strmgCAMI2_short_read_average	1.0
Gold standard	strain	True positives (unfiltered)	strmgCAMI2_short_read_average	408.0
Gold standard	superkingdom	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	phylum	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	class	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	order	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	family	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	genus	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	species	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	strain	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	na	Weighted UniFrac error (unfiltered)	strmgCAMI2_short_read_average	0.0
Gold standard	na	Unweighted UniFrac error (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	superkingdom	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	phylum	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.025856456381871097
LSHVa	class	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.025856469037860492
LSHVa	order	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.03998928762440395
LSHVa	family	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.10060336850484697
LSHVa	genus	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.12082382858766808
LSHVa	species	Bray-Curtis distance (unfiltered)	strmgCAMI2_short_read_average	0.336187226666914
LSHVa	superkingdom	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	superkingdom	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	phylum	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	0.6876713630432856
LSHVa	phylum	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.9921000652239022
LSHVa	class	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	0.6876713630432856
LSHVa	class	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.9921000652239022
LSHVa	order	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	0.8349321472018667
LSHVa	order	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.7599879919549118
LSHVa	family	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	0.8349321472018667
LSHVa	family	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.7599879919549118
LSHVa	genus	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	1.1193595980490376
LSHVa	genus	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.807447270538405
LSHVa	species	Shannon diversity (unfiltered)	strmgCAMI2_short_read_average	1.582160087088967
LSHVa	species	Shannon equitability (unfiltered)	strmgCAMI2_short_read_average	0.7608581705119011
LSHVa	superkingdom	F1 score (unfiltered)	strmgCAMI2_short_read_average	1.0
LSHVa	superkingdom	False negatives (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	superkingdom	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	superkingdom	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	1.0
LSHVa	superkingdom	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	1.0
LSHVa	superkingdom	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
LSHVa	superkingdom	Completeness (unfiltered)	strmgCAMI2_short_read_average	1.0
LSHVa	superkingdom	True positives (unfiltered)	strmgCAMI2_short_read_average	1.0
LSHVa	phylum	F1 score (unfiltered)	strmgCAMI2_short_read_average	0.6666666666666666
LSHVa	phylum	False negatives (unfiltered)	strmgCAMI2_short_read_average	2.0
LSHVa	phylum	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	phylum	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	0.5
LSHVa	phylum	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	2.0
LSHVa	phylum	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
LSHVa	phylum	Completeness (unfiltered)	strmgCAMI2_short_read_average	0.5
LSHVa	phylum	True positives (unfiltered)	strmgCAMI2_short_read_average	2.0
LSHVa	class	F1 score (unfiltered)	strmgCAMI2_short_read_average	0.5714285714285715
LSHVa	class	False negatives (unfiltered)	strmgCAMI2_short_read_average	3.0
LSHVa	class	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	class	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	0.4
LSHVa	class	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	2.0
LSHVa	class	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
LSHVa	class	Completeness (unfiltered)	strmgCAMI2_short_read_average	0.4
LSHVa	class	True positives (unfiltered)	strmgCAMI2_short_read_average	2.0
LSHVa	order	F1 score (unfiltered)	strmgCAMI2_short_read_average	0.6666666666666666
LSHVa	order	False negatives (unfiltered)	strmgCAMI2_short_read_average	3.0
LSHVa	order	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	order	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	0.5
LSHVa	order	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	3.0
LSHVa	order	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
LSHVa	order	Completeness (unfiltered)	strmgCAMI2_short_read_average	0.5
LSHVa	order	True positives (unfiltered)	strmgCAMI2_short_read_average	3.0
LSHVa	family	F1 score (unfiltered)	strmgCAMI2_short_read_average	0.5
LSHVa	family	False negatives (unfiltered)	strmgCAMI2_short_read_average	6.0
LSHVa	family	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	family	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	0.3333333333333333
LSHVa	family	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	3.0
LSHVa	family	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
LSHVa	family	Completeness (unfiltered)	strmgCAMI2_short_read_average	0.3333333333333333
LSHVa	family	True positives (unfiltered)	strmgCAMI2_short_read_average	3.0
LSHVa	genus	F1 score (unfiltered)	strmgCAMI2_short_read_average	0.5
LSHVa	genus	False negatives (unfiltered)	strmgCAMI2_short_read_average	8.0
LSHVa	genus	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	genus	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	0.3333333333333333
LSHVa	genus	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	4.0
LSHVa	genus	Purity (unfiltered)	strmgCAMI2_short_read_average	1.0
LSHVa	genus	Completeness (unfiltered)	strmgCAMI2_short_read_average	0.3333333333333333
LSHVa	genus	True positives (unfiltered)	strmgCAMI2_short_read_average	4.0
LSHVa	species	F1 score (unfiltered)	strmgCAMI2_short_read_average	0.21428571428571425
LSHVa	species	False negatives (unfiltered)	strmgCAMI2_short_read_average	17.0
LSHVa	species	False positives (unfiltered)	strmgCAMI2_short_read_average	5.0
LSHVa	species	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	0.12
LSHVa	species	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	8.0
LSHVa	species	Purity (unfiltered)	strmgCAMI2_short_read_average	0.375
LSHVa	species	Completeness (unfiltered)	strmgCAMI2_short_read_average	0.15
LSHVa	species	True positives (unfiltered)	strmgCAMI2_short_read_average	3.0
LSHVa	strain	False negatives (unfiltered)	strmgCAMI2_short_read_average	408.0
LSHVa	strain	False positives (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	strain	Jaccard index (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	strain	Taxon counts (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	strain	Purity (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	strain	Completeness (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	strain	True positives (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	superkingdom	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.0
LSHVa	phylum	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.051712912763742194
LSHVa	class	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.05171293807572098
LSHVa	order	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.07997857524880789
LSHVa	family	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.20120673700969394
LSHVa	genus	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.24164765717533612
LSHVa	species	L1 norm error (unfiltered)	strmgCAMI2_short_read_average	0.6723744533338278
LSHVa	na	Weighted UniFrac error (unfiltered)	strmgCAMI2_short_read_average	0.014586327859355187
LSHVa	na	Unweighted UniFrac error (unfiltered)	strmgCAMI2_short_read_average	0.9747097822225189
LSHVa	superkingdom	Bray-Curtis distance	strmgCAMI2_short_read_average	0.0
LSHVa	phylum	Bray-Curtis distance	strmgCAMI2_short_read_average	0.025856456381871097
LSHVa	class	Bray-Curtis distance	strmgCAMI2_short_read_average	0.025856469037860492
LSHVa	order	Bray-Curtis distance	strmgCAMI2_short_read_average	0.03998928762440395
LSHVa	family	Bray-Curtis distance	strmgCAMI2_short_read_average	0.10060336850484697
LSHVa	genus	Bray-Curtis distance	strmgCAMI2_short_read_average	0.12082382858766808
LSHVa	species	Bray-Curtis distance	strmgCAMI2_short_read_average	0.336187226666914
LSHVa	superkingdom	Shannon diversity	strmgCAMI2_short_read_average	0.0
LSHVa	superkingdom	Shannon equitability	strmgCAMI2_short_read_average	0.0
LSHVa	phylum	Shannon diversity	strmgCAMI2_short_read_average	0.6876713630432856
LSHVa	phylum	Shannon equitability	strmgCAMI2_short_read_average	0.9921000652239022
LSHVa	class	Shannon diversity	strmgCAMI2_short_read_average	0.6876713630432856
LSHVa	class	Shannon equitability	strmgCAMI2_short_read_average	0.9921000652239022
LSHVa	order	Shannon diversity	strmgCAMI2_short_read_average	0.8349321472018667
LSHVa	order	Shannon equitability	strmgCAMI2_short_read_average	0.7599879919549118
LSHVa	family	Shannon diversity	strmgCAMI2_short_read_average	0.8349321472018667
LSHVa	family	Shannon equitability	strmgCAMI2_short_read_average	0.7599879919549118
LSHVa	genus	Shannon diversity	strmgCAMI2_short_read_average	1.1193595980490376
LSHVa	genus	Shannon equitability	strmgCAMI2_short_read_average	0.807447270538405
LSHVa	species	Shannon diversity	strmgCAMI2_short_read_average	1.582160087088967
LSHVa	species	Shannon equitability	strmgCAMI2_short_read_average	0.7608581705119011
LSHVa	superkingdom	F1 score	strmgCAMI2_short_read_average	1.0
LSHVa	superkingdom	False negatives	strmgCAMI2_short_read_average	0.0
LSHVa	superkingdom	False positives	strmgCAMI2_short_read_average	0.0
LSHVa	superkingdom	Jaccard index	strmgCAMI2_short_read_average	1.0
LSHVa	superkingdom	Taxon counts	strmgCAMI2_short_read_average	1.0
LSHVa	superkingdom	Purity	strmgCAMI2_short_read_average	1.0
LSHVa	superkingdom	Completeness	strmgCAMI2_short_read_average	1.0
LSHVa	superkingdom	True positives	strmgCAMI2_short_read_average	1.0
LSHVa	phylum	F1 score	strmgCAMI2_short_read_average	0.6666666666666666
LSHVa	phylum	False negatives	strmgCAMI2_short_read_average	2.0
LSHVa	phylum	False positives	strmgCAMI2_short_read_average	0.0
LSHVa	phylum	Jaccard index	strmgCAMI2_short_read_average	0.5
LSHVa	phylum	Taxon counts	strmgCAMI2_short_read_average	2.0
LSHVa	phylum	Purity	strmgCAMI2_short_read_average	1.0
LSHVa	phylum	Completeness	strmgCAMI2_short_read_average	0.5
LSHVa	phylum	True positives	strmgCAMI2_short_read_average	2.0
LSHVa	class	F1 score	strmgCAMI2_short_read_average	0.5714285714285715
LSHVa	class	False negatives	strmgCAMI2_short_read_average	3.0
LSHVa	class	False positives	strmgCAMI2_short_read_average	0.0
LSHVa	class	Jaccard index	strmgCAMI2_short_read_average	0.4
LSHVa	class	Taxon counts	strmgCAMI2_short_read_average	2.0
LSHVa	class	Purity	strmgCAMI2_short_read_average	1.0
LSHVa	class	Completeness	strmgCAMI2_short_read_average	0.4
LSHVa	class	True positives	strmgCAMI2_short_read_average	2.0
LSHVa	order	F1 score	strmgCAMI2_short_read_average	0.6666666666666666
LSHVa	order	False negatives	strmgCAMI2_short_read_average	3.0
LSHVa	order	False positives	strmgCAMI2_short_read_average	0.0
LSHVa	order	Jaccard index	strmgCAMI2_short_read_average	0.5
LSHVa	order	Taxon counts	strmgCAMI2_short_read_average	3.0
LSHVa	order	Purity	strmgCAMI2_short_read_average	1.0
LSHVa	order	Completeness	strmgCAMI2_short_read_average	0.5
LSHVa	order	True positives	strmgCAMI2_short_read_average	3.0
LSHVa	family	F1 score	strmgCAMI2_short_read_average	0.5
LSHVa	family	False negatives	strmgCAMI2_short_read_average	6.0
LSHVa	family	False positives	strmgCAMI2_short_read_average	0.0
LSHVa	family	Jaccard index	strmgCAMI2_short_read_average	0.3333333333333333
LSHVa	family	Taxon counts	strmgCAMI2_short_read_average	3.0
LSHVa	family	Purity	strmgCAMI2_short_read_average	1.0
LSHVa	family	Completeness	strmgCAMI2_short_read_average	0.3333333333333333
LSHVa	family	True positives	strmgCAMI2_short_read_average	3.0
LSHVa	genus	F1 score	strmgCAMI2_short_read_average	0.5
LSHVa	genus	False negatives	strmgCAMI2_short_read_average	8.0
LSHVa	genus	False positives	strmgCAMI2_short_read_average	0.0
LSHVa	genus	Jaccard index	strmgCAMI2_short_read_average	0.3333333333333333
LSHVa	genus	Taxon counts	strmgCAMI2_short_read_average	4.0
